Checked by|Manual Check 11.19|REASON|pass_checks2|Manual.Check_9.10|most_common_town|file_name
|NA||FALSE|NA|chester|quincyurl22.json
|NA||FALSE|NA|boston|quincyurl2.json
|NA||FALSE|NA|boston|quincyurl3.json
NC|EXCLUDE||TRUE|NA|cambridge|quincyurl28.json
|NA||FALSE|NA|boston|quincyurl29.json
|NA||FALSE|NA|boston|quincyurl24.json
|NA||FALSE|NA|boston|quincyurl27.json
|NA||FALSE|NA|lawrence|quincyurl33.json
|NA||FALSE|NA|worcester|quincyurl30.json
|NA||FALSE|NA|quincy|quincyurl38.json
|NA||FALSE|NA|quincy|quincyurl34.json
|NA||FALSE|NA|melrose|quincyurl31.json
|NA||FALSE|NA|florida|quincyurl36.json
|NA||FALSE|NA|boston|quincyurl37.json
|NA||FALSE|NA|peabody|quincyurl35.json
|NA||FALSE|NA|boston|quincyurl40.json
|NA||FALSE|NA|boston|quincyurl39.json
|NA||FALSE|NA|adams|quincyurl32.json
|NA||FALSE|NA|boston|quincyurl4.json
NC|EXCLUDE||TRUE|NA|boston|quincyurl41.json
|NA||FALSE|NA|florida|quincyurl43.json
|NA||FALSE|NA|washington|quincyurl44.json
|NA||FALSE|NA|westhampton|quincyurl45.json
"NC|EXCLUDE|Includes 1-2 points about concerns re: climate change on park infrastructure, but is primarily a report ABOUT the park|TRUE|NA|saugus|quincyurl48.json"
|NA||FALSE|NA|falmouth|quincyurl42.json
|NA||FALSE|NA|webster|quincyurl47.json
|NA||FALSE|NA|washington|quincyurl52.json
|NA||FALSE|NA|orleans|quincyurl49.json
|NA||FALSE|NA|boston|quincyurl46.json
"NC|EXCLUDE|Good, but all MA coast|TRUE|NA|boston|quincyurl5.json"
|NA||FALSE|NA|natick|quincyurl54.json
|NA||FALSE|NA|boston|quincyurl51.json
|NA||FALSE|NA|washington|quincyurl53.json
NC|EXCLUDE|MBTA reach|TRUE|NA|boston|quincyurl59.json
|NA||FALSE|NA|salem|quincyurl58.json
|NA||FALSE|NA|washington|quincyurl50.json
|NA||FALSE|NA|cambridge|quincyurl55.json
|NA||FALSE|NA|washington|quincyurl57.json
|NA||FALSE|NA|weymouth|quincyurl56.json
|NA||FALSE|NA|boston|quincyurl63.json
|NA||FALSE|NA|warren|quincyurl64.json
|NA||FALSE|NA|boston|quincyurl6.json
|NA||FALSE|NA|harvard|quincyurl61.json
|NA||FALSE|NA|nantucket|quincyurl9.json
NC|EXCLUDE||TRUE|NA|boston|quincyurl62.json
|||FALSE||gloucester|readingurl1.json
|NA||FALSE|NA|amherst|quincyurl7.json
|NA||FALSE|NA|concord|quincyurl8.json
|NA||FALSE|NA|orange|quincyurl60.json
|||FALSE||orleans|readingurl11.json
|||FALSE||florida|readingurl10.json
|||FALSE||lee|readingurl15.json
|||FALSE||avon|readingurl14.json
|||FALSE||lee|readingurl13.json
|||FALSE||washington|readingurl17.json
|||FALSE||washington|readingurl12.json
|||FALSE||amherst|readingurl16.json
|||FALSE||washington|readingurl18.json
|||FALSE||washington|readingurl2.json
|EXCLUDE||FALSE|EXCLUDE|florida|readingurl23.json
|||FALSE||washington|readingurl25.json
|||FALSE||boston|readingurl22.json
|||FALSE||washington|readingurl19.json
|||FALSE||georgetown|readingurl24.json
|INCLUDE||FALSE|INCLUDE|cambridge|readingurl3.json
|||FALSE||berlin|readingurl20.json
|EXCLUDE||TRUE|EXCLUDE|boston|readingurl21.json
|||FALSE||richmond|readingurl29.json
|||FALSE||washington|readingurl26.json
|||FALSE||peru|readingurl31.json
|||FALSE||sterling|readingurl27.json
|||FALSE||washington|readingurl32.json
|||FALSE||washington|readingurl30.json
|||FALSE||hudson|readingurl34.json
|||FALSE||georgetown|readingurl35.json
|||FALSE||washington|readingurl33.json
|||FALSE||florida|readingurl36.json
|||FALSE||harvard|readingurl40.json
|||FALSE||reading|readingurl41.json
|||FALSE||orleans|readingurl4.json
|||FALSE||lee|readingurl38.json
|||FALSE||washington|readingurl42.json
|||FALSE||reading|readingurl43.json
|||FALSE||sterling|readingurl37.json
|||FALSE||reading|readingurl49.json
|||FALSE||russell|readingurl44.json
|||FALSE||florida|readingurl39.json
|EXCLUDE||FALSE|EXCLUDE|palmer|readingurl46.json
|||FALSE||florida|readingurl48.json
|||FALSE||boston|readingurl52.json
|||FALSE||washington|readingurl50.json
|||FALSE||hudson|readingurl45.json
|||FALSE||cambridge|readingurl53.json
|||FALSE||worcester|readingurl5.json
|||FALSE||washington|readingurl54.json
|||FALSE||lee|readingurl51.json
|||FALSE||reading|readingurl59.json
|||FALSE||georgetown|readingurl58.json
|EXCLUDE||FALSE|EXCLUDE|hancock|readingurl6.json
|||FALSE||washington|readingurl56.json
|||FALSE||washington|readingurl8.json
|||FALSE||boston|revereurl11.json
|||FALSE||cambridge|readingurl57.json
|||FALSE||washington|readingurl9.json
|||FALSE||hull|revereurl10.json
|EXCLUDE||TRUE|EXCLUDE|revere|revereurl15.json
|||FALSE||quincy|revereurl12.json
|||FALSE||princeton|readingurl7.json
|||FALSE||boston|revereurl14.json
|||FALSE||barnstable|revereurl1.json
|EXCLUDE||FALSE|EXCLUDE|boston|revereurl16.json
|INCLUDE||FALSE|INCLUDE|harvard|revereurl19.json
|INCLUDE||TRUE|INCLUDE|revere|revereurl2.json
|INCLUDE||FALSE|INCLUDE|boston|revereurl17.json
|INCLUDE||FALSE|INCLUDE|everett|revereurl18.json
|||FALSE||boston|revereurl13.json
|||FALSE||barnstable|revereurl23.json
|EXCLUDE||TRUE|EXCLUDE|boston|revereurl25.json
|EXCLUDE||TRUE|EXCLUDE|boston|revereurl20.json
|||FALSE||new bedford|revereurl21.json
|EXCLUDE||FALSE|EXCLUDE|barnstable|revereurl27.json
|||FALSE||washington|revereurl22.json
|||FALSE||washington|revereurl24.json
|||FALSE||nahant|revereurl28.json
|||FALSE||barnstable|revereurl3.json
|||FALSE||boston|revereurl30.json
|EXCLUDE||FALSE|EXCLUDE|warren|revereurl34.json
|EXCLUDE||FALSE|EXCLUDE|boston|revereurl29.json
|EXCLUDE||FALSE|EXCLUDE|revere|revereurl32.json
|||FALSE||revere|revereurl33.json
|||FALSE||westhampton|revereurl26.json
|||FALSE||washington|revereurl31.json
|||FALSE||salem|revereurl36.json
|INCLUDE||TRUE|INCLUDE|revere|revereurl4.json
|||FALSE||salem|revereurl37.json
|||FALSE||washington|revereurl39.json
|||FALSE||washington|revereurl38.json
|||FALSE||washington|revereurl40.json
|||FALSE||orange|revereurl7.json
|INCLUDE||TRUE|INCLUDE|revere|revereurl5.json
|EXCLUDE||FALSE|EXCLUDE|everett|revereurl6.json
|NA||FALSE|NA|saugus|saugusurl1.json
|||FALSE||orange|revereurl9.json
|EXCLUDE||TRUE|EXCLUDE|boston|revereurl8.json
|||FALSE||washington|revereurl43.json
|||FALSE||florida|revereurl41.json
|NA||FALSE|NA|florida|saugusurl10.json
|||FALSE||washington|revereurl42.json
|EXCLUDE||TRUE|NA|boston|saugusurl12.json
|NA||FALSE|NA|boston|saugusurl14.json
|NA||FALSE|NA|mashpee|saugusurl11.json
|NA||FALSE|NA|boston|saugusurl15.json
|NA||FALSE|NA|weymouth|saugusurl17.json
|NA||FALSE|NA|lynn|saugusurl13.json
|NA||FALSE|NA|winthrop|saugusurl16.json
|NA||FALSE|NA|revere|saugusurl24.json
|NA||FALSE|NA|barnstable|saugusurl20.json
|EXCLUDE||TRUE|NA|boston|saugusurl21.json
|INCLUDE||TRUE|NA|lynn|saugusurl2.json
|NA||FALSE|NA|princeton|saugusurl19.json
|EXCLUDE||TRUE|NA|lynn|saugusurl18.json
|INCLUDE|Boston harbor islands|TRUE|NA|boston|saugusurl27.json
|NA||FALSE|NA|boston|saugusurl23.json
|INCLUDE||TRUE|NA|somerville|saugusurl29.json
|NA||FALSE|NA|boston|saugusurl22.json
|NA||FALSE|NA|lawrence|saugusurl26.json
|NA||FALSE|NA|lynn|saugusurl3.json
|NA||FALSE|NA|boston|saugusurl28.json
|NA||FALSE|NA|florida|saugusurl25.json
|NA||FALSE|NA|florida|saugusurl33.json
|NA||FALSE|NA|swampscott|saugusurl30.json
|EXCLUDE||TRUE|NA|everett|saugusurl34.json
|NA||FALSE|NA|boston|saugusurl31.json
|NA||FALSE|NA|washington|saugusurl36.json
|NA||FALSE|NA|florida|saugusurl35.json
|NA||FALSE|NA|washington|saugusurl32.json
|NA||FALSE|NA|saugus|saugusurl5.json
|NA||FALSE|NA|saugus|saugusurl6.json
|NA||FALSE|NA|washington|saugusurl38.json
|NA||FALSE|NA|washington|saugusurl37.json
|NA||FALSE|NA|boston|saugusurl9.json
|NA||FALSE|NA|revere|saugusurl4.json
|||FALSE||washington|somervilleurl12.json
|NA||FALSE|NA|revere|saugusurl7.json
|||FALSE||georgetown|somervilleurl11.json
|INCLUDE||FALSE|INCLUDE|somerville|somervilleurl1.json
|||FALSE||salem|somervilleurl16.json
|INCLUDE||TRUE|INCLUDE|somerville|somervilleurl10.json
|NA||FALSE|NA|boston|saugusurl8.json
|INCLUDE||FALSE|INCLUDE|boston|somervilleurl14.json
|||FALSE||boston|somervilleurl15.json
|EXCLUDE||FALSE|EXCLUDE|florida|somervilleurl20.json
|INCLUDE||TRUE|INCLUDE|boston|somervilleurl2.json
|||FALSE||washington|somervilleurl17.json
|EXCLUDE||TRUE|EXCLUDE|boston|somervilleurl18.json
|EXCLUDE||FALSE|EXCLUDE|washington|somervilleurl21.json
|||FALSE||wilmington|somervilleurl13.json
|EXCLUDE||TRUE|EXCLUDE|somerville|somervilleurl27.json
|||FALSE||wilmington|somervilleurl19.json
|||FALSE||cambridge|somervilleurl24.json
|||FALSE||lawrence|somervilleurl22.json
|EXCLUDE||TRUE|EXCLUDE|somerville|somervilleurl3.json
|||FALSE||arlington|somervilleurl23.json
|||FALSE||washington|somervilleurl31.json
|||FALSE||florida|somervilleurl26.json
|||FALSE||somerville|somervilleurl28.json
|EXCLUDE||TRUE|EXCLUDE|boston|somervilleurl29.json
|INCLUDE||FALSE|INCLUDE|boston|somervilleurl4.json
|||FALSE||somerville|somervilleurl8.json
|||FALSE||boston|somervilleurl30.json
|||FALSE||orange|somervilleurl25.json
|||FALSE||boston|somervilleurl9.json
|||FALSE||somerville|somervilleurl5.json
|EXCLUDE||FALSE|EXCLUDE|somerville|somervilleurl6.json
|||FALSE||washington|somervilleurl7.json
|||FALSE||woburn|stonehamurl10.json
|||FALSE||hull|stonehamurl1.json
|||FALSE||washington|stonehamurl11.json
|||FALSE||washington|stonehamurl19.json
|||FALSE||oxford|stonehamurl13.json
|||FALSE||boston|stonehamurl12.json
|EXCLUDE||TRUE|EXCLUDE|woburn|stonehamurl2.json
|||FALSE||falmouth|stonehamurl16.json
|||FALSE||wakefield|stonehamurl18.json
|||FALSE||warren|stonehamurl17.json
|||FALSE||hamilton|stonehamurl20.json
|||FALSE||lincoln|stonehamurl14.json
|EXCLUDE||TRUE|EXCLUDE|boston|stonehamurl21.json
|EXCLUDE||TRUE|EXCLUDE|boston|stonehamurl25.json
|||FALSE||harvard|stonehamurl29.json
|||FALSE||lowell|stonehamurl22.json
|||FALSE||wareham|stonehamurl27.json
|||FALSE||lincoln|stonehamurl23.json
|||FALSE||scituate|stonehamurl28.json
|||FALSE||stoneham|stonehamurl26.json
|EXCLUDE||TRUE|EXCLUDE|boston|stonehamurl3.json
|||FALSE||medford|stonehamurl24.json
|||FALSE||orange|stonehamurl32.json
|INCLUDE||TRUE|INCLUDE|boston|stonehamurl31.json
|||FALSE||peabody|stonehamurl36.json
|||FALSE||wales|stonehamurl30.json
|||FALSE||florida|stonehamurl38.json
|EXCLUDE||TRUE|EXCLUDE|boston|stonehamurl4.json
|||FALSE||florida|stonehamurl33.json
|||FALSE||washington|stonehamurl37.json
|||FALSE||warren|stonehamurl8.json
|EXCLUDE||TRUE|EXCLUDE|cambridge|stonehamurl5.json
|||FALSE||boston|stonehamurl35.json
|||FALSE||washington|stonehamurl9.json
|||FALSE||washington|wakefieldurl11.json
|||FALSE||cambridge|stonehamurl6.json
|||FALSE||springfield|wakefieldurl12.json
|EXCLUDE||TRUE|EXCLUDE|boston|wakefieldurl15.json
|||FALSE||warren|wakefieldurl1.json
|||FALSE||washington|wakefieldurl10.json
|||FALSE||orleans|wakefieldurl16.json
|||FALSE||huntington|wakefieldurl14.json
|||FALSE||milford|wakefieldurl18.json
|EXCLUDE||TRUE|EXCLUDE|boston|wakefieldurl2.json
|EXCLUDE||TRUE|EXCLUDE|cambridge|wakefieldurl22.json
|||FALSE||kingston|wakefieldurl13.json
|||FALSE||washington|wakefieldurl17.json
|||FALSE||washington|wakefieldurl24.json
|EXCLUDE||FALSE|EXCLUDE|washington|wakefieldurl21.json
|||FALSE||norfolk|wakefieldurl19.json
|||FALSE||boston|wakefieldurl25.json
|||FALSE||reading|wakefieldurl27.json
|||FALSE||washington|wakefieldurl20.json
|EXCLUDE||FALSE|EXCLUDE|holyoke|wakefieldurl23.json
|||FALSE||boston|wakefieldurl26.json
|||FALSE||washington|wakefieldurl30.json
|||FALSE||wakefield|wakefieldurl29.json
|INCLUDE||TRUE|INCLUDE|boston|wakefieldurl32.json
|||FALSE||hudson|wakefieldurl28.json
|INCLUDE||FALSE|INCLUDE|wakefield|wakefieldurl3.json
|||FALSE||warwick|wakefieldurl33.json
|EXCLUDE||TRUE|EXCLUDE|boston|wakefieldurl34.json
|||FALSE||boston|wakefieldurl31.json
|||FALSE||washington|wakefieldurl38.json
|||FALSE||everett|wakefieldurl36.json
|||FALSE||washington|wakefieldurl37.json
|||FALSE||northampton|wakefieldurl4.json
|||FALSE||florida|wakefieldurl41.json
|||FALSE||washington|wakefieldurl39.json
|||FALSE||washington|wakefieldurl40.json
|||FALSE||lee|wakefieldurl42.json
|||FALSE||boston|wakefieldurl43.json
|||FALSE||boston|wakefieldurl47.json
|||FALSE||princeton|wakefieldurl44.json
|||FALSE||warren|wakefieldurl45.json
|||FALSE||newton|wakefieldurl51.json
|||FALSE||washington|wakefieldurl46.json
|||FALSE||washington|wakefieldurl49.json
|||FALSE||boston|wakefieldurl5.json
NC|INCLUDE||TRUE|NA|newton|walthamurl1.json
|||FALSE||florida|wakefieldurl9.json
|NA||FALSE|NA|boston|walthamurl10.json
|||FALSE||florida|wakefieldurl50.json
|||FALSE||douglas|wakefieldurl8.json
|||FALSE||peru|wakefieldurl48.json
|NA||FALSE|NA|gill|walthamurl12.json
|NA||FALSE|NA|lexington|walthamurl13.json
|NA||FALSE|NA|boston|walthamurl17.json
|||FALSE||washington|wakefieldurl7.json
|||FALSE||grafton|wakefieldurl6.json
|NA||FALSE|NA|waltham|walthamurl14.json
|NA||FALSE|NA|boston|walthamurl15.json
|NA||FALSE|NA|weston|walthamurl11.json
|NA||FALSE|NA|worcester|walthamurl16.json
NC|EXCLUDE|Charles river watershed extends beyond Boston metro area|TRUE|NA|boston|walthamurl18.json
|NA||FALSE|NA|boston|walthamurl2.json
|NA||FALSE|NA|boston|walthamurl20.json
"NC|EXCLUDE|All MA, but interesting note that there's a disproportionate number of power substations in lexington and waltham|TRUE|NA|waltham|walthamurl23.json"
NC|EXCLUDE||TRUE|NA|waltham|walthamurl19.json
|NA||FALSE|NA|washington|walthamurl24.json
|NA||FALSE|NA|douglas|walthamurl21.json
NC|EXCLUDE|Good but all MA|TRUE|NA|boston|walthamurl22.json
|NA||FALSE|NA|cambridge|walthamurl27.json
|NA||FALSE|NA|stockbridge|walthamurl28.json
|NA||FALSE|NA|montgomery|walthamurl25.json
|NA||FALSE|NA|boston|walthamurl3.json
|NA||FALSE|NA|washington|walthamurl26.json
|NA||FALSE|NA|weston|walthamurl29.json
NC|EXCLUDE||TRUE|NA|boston|walthamurl30.json
|NA||FALSE|NA|plainfield|walthamurl31.json
NC|EXCLUDE||TRUE|NA|boston|walthamurl33.json
|NA||FALSE|NA|washington|walthamurl32.json
|NA||FALSE|NA|washington|walthamurl38.json
"NC|EXCLUDE|Charles river watershed, dissertation|TRUE|NA|boston|walthamurl35.json"
NC|EXCLUDE|Boston metro area (extends further than we searched)|TRUE|NA|boston|walthamurl34.json
|NA||FALSE|NA|florida|walthamurl39.json
NC|EXCLUDE||TRUE|NA|boston|walthamurl41.json
|NA||FALSE|NA|washington|walthamurl40.json
"NC|EXCLUDE|We've included other community health assessments, but those explicitly included environmental considerations. This doesn't |TRUE|NA|newton|walthamurl37.json"
|NA||FALSE|NA|boston|walthamurl48.json
|NA||FALSE|NA|worcester|walthamurl4.json
NC|INCLUDE||TRUE|NA|boston|walthamurl42.json
|NA||FALSE|NA|washington|walthamurl45.json
"NC|INCLUDE|Study area falls within communities searched. NOTE: I changed the most common town; this is all Boston, not just Waltham. This is the first & only time I've done this.|TRUE|NA|boston|walthamurl49.json"
NC|EXCLUDE||TRUE|NA|boston|walthamurl46.json
|NA||FALSE|NA|cambridge|walthamurl43.json
|NA||FALSE|NA|bourne|walthamurl44.json
|NA||FALSE|NA|washington|walthamurl47.json
|NA||FALSE|NA|orleans|walthamurl52.json
|NA||FALSE|NA|amherst|walthamurl54.json
|NA||FALSE|NA|boston|walthamurl50.json
|NA||FALSE|NA|washington|walthamurl51.json
NC|INCLUDE||TRUE|NA|cambridge|walthamurl5.json
NC|EXCLUDE||TRUE|NA|waltham|walthamurl55.json
NC|EXCLUDE||TRUE|NA|quincy|walthamurl60.json
|NA||FALSE|NA|rockport|walthamurl53.json
|NA||FALSE|NA|florida|walthamurl59.json
|NA||FALSE|NA|cambridge|walthamurl58.json
|NA||FALSE|NA|richmond|walthamurl57.json
NC|EXCLUDE|All MA|TRUE|NA|boston|walthamurl56.json
|NA||FALSE|NA|boston|walthamurl65.json
|NA||FALSE|NA|boston|walthamurl6.json
|NA||FALSE|NA|waltham|walthamurl68.json
|NA||FALSE|NA|bourne|walthamurl63.json
|NA||FALSE|NA|boston|walthamurl61.json
NC|EXCLUDE|Organization is all MA|TRUE|NA|waltham|walthamurl71.json
|NA||FALSE|NA|washington|walthamurl66.json
|NA||FALSE|NA|boston|walthamurl67.json
|NA||FALSE|NA|west tisbury|walthamurl77.json
NC|INCLUDE||TRUE|NA|boston|walthamurl73.json
|NA||FALSE|NA|woburn|walthamurl7.json
|NA||FALSE|NA|cambridge|walthamurl62.json
|NA||FALSE|NA|washington|walthamurl72.json
|NA||FALSE|NA|boston|walthamurl70.json
|NA||FALSE|NA|cambridge|walthamurl69.json
|NA||FALSE|NA|boston|walthamurl74.json
|NA||FALSE|NA|cambridge|walthamurl78.json
|NA||FALSE|NA|washington|walthamurl79.json
|NA||FALSE|NA|boston|walthamurl75.json
NC|EXCLUDE||TRUE|NA|boston|walthamurl76.json
NC|EXCLUDE||TRUE|NA|boston|walthamurl80.json
|||FALSE||haverhill|watertownurl12.json
|||FALSE||tolland|watertownurl10.json
|INCLUDE||TRUE|INCLUDE|watertown|watertownurl1.json
|||FALSE||cheshire|watertownurl11.json
|||FALSE||weston|watertownurl13.json
|NA||FALSE|NA|washington|walthamurl9.json
|NA||FALSE|NA|waltham|walthamurl81.json
|||FALSE||washington|watertownurl15.json
|NA||FALSE|NA|washington|walthamurl8.json
|EXCLUDE||FALSE|EXCLUDE|boston|watertownurl16.json
|||FALSE||florida|watertownurl20.json
|||FALSE||watertown|watertownurl14.json
|INCLUDE||FALSE|INCLUDE|cambridge|watertownurl18.json
|||FALSE||boston|watertownurl2.json
|||FALSE||salisbury|watertownurl19.json
|||FALSE||hudson|watertownurl17.json
|||FALSE||florida|watertownurl22.json
|||FALSE||washington|watertownurl25.json
|||FALSE||lincoln|watertownurl21.json
|||FALSE||hudson|watertownurl24.json
|||FALSE||watertown|watertownurl26.json
|||FALSE||norfolk|watertownurl23.json
|||FALSE||lincoln|watertownurl28.json
|||FALSE||washington|watertownurl27.json
|EXCLUDE||TRUE|EXCLUDE|boston|watertownurl31.json
|||FALSE||otis|watertownurl32.json
|||FALSE||washington|watertownurl30.json
|||FALSE||washington|watertownurl33.json
|||FALSE||harvard|watertownurl6.json
|EXCLUDE||TRUE|EXCLUDE|boston|watertownurl4.json
|EXCLUDE||TRUE|EXCLUDE|boston|watertownurl29.json
|INCLUDE||TRUE|INCLUDE|watertown|watertownurl3.json
|||FALSE||rochester|watertownurl5.json
|||FALSE||newton|watertownurl7.json
|||FALSE||washington|watertownurl38.json
|||FALSE||washington|watertownurl35.json
|||FALSE||hudson|watertownurl34.json
|||FALSE||deerfield|wilmingtonurl10.json
|||FALSE||boston|watertownurl8.json
|||FALSE||wendell|wilmingtonurl12.json
|EXCLUDE||FALSE|EXCLUDE|boston|wilmingtonurl18.json
|||FALSE||wales|wilmingtonurl13.json
|||FALSE||boston|wilmingtonurl1.json
|||FALSE||florida|wilmingtonurl11.json
|||FALSE||florida|wilmingtonurl17.json
|||FALSE||washington|wilmingtonurl14.json
|||FALSE||florida|wilmingtonurl16.json
|||FALSE||None|wilmingtonurl2.json
|||FALSE||None|wilmingtonurl28.json
|||FALSE||washington|wilmingtonurl19.json
|||FALSE||washington|wilmingtonurl15.json
|||FALSE||hamilton|wilmingtonurl24.json
|||FALSE||washington|wilmingtonurl25.json
|||FALSE||wilmington|wilmingtonurl27.json
|||FALSE||washington|wilmingtonurl21.json
|||FALSE||florida|wilmingtonurl20.json
|||FALSE||washington|wilmingtonurl23.json
|||FALSE||washington|wilmingtonurl22.json
|||FALSE||wilmington|wilmingtonurl26.json
|EXCLUDE||TRUE|EXCLUDE|boston|wilmingtonurl33.json
|||FALSE||washington|wilmingtonurl31.json
|||FALSE||dartmouth|wilmingtonurl3.json
|EXCLUDE||TRUE|EXCLUDE|wilmington|wilmingtonurl32.json
|||FALSE||washington|wilmingtonurl30.json
|EXCLUDE||FALSE|EXCLUDE|florida|wilmingtonurl34.json
|||FALSE||sterling|wilmingtonurl36.json
|||FALSE||cambridge|wilmingtonurl38.json
|||FALSE||washington|wilmingtonurl29.json
|||FALSE||florida|wilmingtonurl39.json
|||FALSE||norfolk|wilmingtonurl4.json
|||FALSE||wilmington|wilmingtonurl37.json
|||FALSE||ipswich|wilmingtonurl35.json
|||FALSE||washington|wilmingtonurl40.json
|||FALSE||burlington|wilmingtonurl44.json
|||FALSE||washington|wilmingtonurl45.json
|||FALSE||florida|wilmingtonurl43.json
|||FALSE||boston|wilmingtonurl41.json
|||FALSE||florida|wilmingtonurl5.json
|||FALSE||wilmington|wilmingtonurl46.json
|||FALSE||wales|wilmingtonurl42.json
|||FALSE||chester|wilmingtonurl6.json
|||FALSE||wilmington|wilmingtonurl9.json
|||FALSE||florida|wilmingtonurl7.json
|EXCLUDE||FALSE|EXCLUDE|boston|winchesterurl1.json
|||FALSE||clinton|wilmingtonurl8.json
|||FALSE||washington|winchesterurl12.json
|||FALSE||boston|winchesterurl17.json
|||FALSE||washington|winchesterurl18.json
|||FALSE||winchester|winchesterurl14.json
|||FALSE||winchester|winchesterurl16.json
|||FALSE||concord|winchesterurl10.json
|||FALSE||boston|winchesterurl11.json
|||FALSE||brookfield|winchesterurl15.json
|||FALSE||boston|winchesterurl19.json
|||FALSE||franklin|winchesterurl20.json
|||FALSE||washington|winchesterurl13.json
|||FALSE||washington|winchesterurl22.json
|||FALSE||needham|winchesterurl21.json
|||FALSE||washington|winchesterurl23.json
|||FALSE||russell|winchesterurl24.json
|||FALSE||arlington|winchesterurl27.json
|EXCLUDE||TRUE|EXCLUDE|cambridge|winchesterurl2.json
|||FALSE||None|winchesterurl35.json
|||FALSE||washington|winchesterurl28.json
|EXCLUDE||FALSE|EXCLUDE|winchester|winchesterurl34.json
|||FALSE||avon|winchesterurl30.json
|||FALSE||harvard|winchesterurl25.json
|||FALSE||boston|winchesterurl33.json
|||FALSE||douglas|winchesterurl39.json
|EXCLUDE||TRUE|EXCLUDE|cambridge|winchesterurl3.json
|||FALSE||washington|winchesterurl29.json
|||FALSE||cambridge|winchesterurl36.json
|||FALSE||norwood|winchesterurl37.json
|EXCLUDE||FALSE|EXCLUDE|worcester|winchesterurl4.json
|||FALSE||sunderland|winchesterurl41.json
|||FALSE||lynn|winchesterurl40.json
|||FALSE||gill|winchesterurl31.json
|||FALSE||russell|winchesterurl38.json
|||FALSE||reading|winchesterurl43.json
|||FALSE||springfield|winchesterurl5.json
|||FALSE||washington|winthropurl10.json
|||FALSE||cambridge|winchesterurl7.json
|||FALSE||salem|winchesterurl42.json
|||FALSE||cheshire|winchesterurl6.json
|EXCLUDE||FALSE|EXCLUDE|washington|winthropurl11.json
|EXCLUDE||TRUE|EXCLUDE|winthrop|winthropurl14.json
|INCLUDE||TRUE|INCLUDE|boston|winthropurl13.json
|||FALSE||adams|winthropurl15.json
|||FALSE||marblehead|winthropurl1.json
|||FALSE||berlin|winchesterurl9.json
|||FALSE||cambridge|winchesterurl8.json
|||FALSE||saugus|winthropurl12.json
|EXCLUDE||TRUE|EXCLUDE|boston|winthropurl17.json
|||FALSE||washington|winthropurl16.json
|||FALSE||holland|winthropurl18.json
|||FALSE||washington|winthropurl21.json
|EXCLUDE||TRUE|EXCLUDE|boston|winthropurl22.json
|INCLUDE||FALSE|INCLUDE|lynn|winthropurl2.json
|EXCLUDE||TRUE|EXCLUDE|boston|winthropurl23.json
|||FALSE||groton|winthropurl19.json
|||FALSE||winthrop|winthropurl26.json
|||FALSE||montague|winthropurl20.json
|||FALSE||salem|winthropurl24.json
|||FALSE||burlington|winthropurl25.json
|||FALSE||washington|winthropurl3.json
|||FALSE||washington|winthropurl30.json
|||FALSE||florida|winthropurl28.json
|INCLUDE||FALSE|INCLUDE|lynn|winthropurl6.json
|||FALSE||southampton|winthropurl33.json
|EXCLUDE||TRUE|EXCLUDE|winthrop|winthropurl5.json
|EXCLUDE||FALSE|EXCLUDE|washington|winthropurl34.json
|||FALSE||washington|winthropurl7.json
|||FALSE||florida|winthropurl4.json
|||FALSE||reading|winthropurl32.json
|EXCLUDE||FALSE|EXCLUDE|hamilton|winthropurl8.json
|||FALSE||lancaster|winthropurl31.json
|||FALSE||cambridge|woburnurl10.json
|||FALSE||east longmeadow|winthropurl9.json
|EXCLUDE||FALSE|EXCLUDE|woburn|woburnurl1.json
|||FALSE||washington|woburnurl12.json
|||FALSE||woburn|woburnurl11.json
|EXCLUDE||FALSE|EXCLUDE|orange|woburnurl13.json
|||FALSE||windsor|woburnurl19.json
|||FALSE||orleans|woburnurl14.json
|||FALSE||bourne|woburnurl15.json
|||FALSE||boston|woburnurl25.json
|||FALSE||washington|woburnurl21.json
|||FALSE||marlborough|woburnurl2.json
|||FALSE||boston|woburnurl17.json
|||FALSE||florida|woburnurl18.json
|||FALSE||wales|woburnurl22.json
|||FALSE||washington|woburnurl24.json
|||FALSE||lee|woburnurl20.json
|||FALSE||oxford|woburnurl32.json
|||FALSE||washington|woburnurl28.json
|||FALSE||holland|woburnurl29.json
|||FALSE||ayer|woburnurl27.json
|||FALSE||orange|woburnurl26.json
|||FALSE||winchendon|woburnurl3.json
|||FALSE||hudson|woburnurl31.json
|||FALSE||florida|woburnurl30.json
|||FALSE||washington|woburnurl7.json
|EXCLUDE||TRUE|EXCLUDE|winchester|woburnurl8.json
|INCLUDE||FALSE|INCLUDE|boston|woburnurl4.json
|EXCLUDE||TRUE|EXCLUDE|woburn|woburnurl5.json
|INCLUDE||TRUE|INCLUDE|cambridge|woburnurl6.json
|||FALSE||washington|woburnurl9.json
