Checked by|Manual Check 11.19|REASON|pass_checks2|Manual.Check_9.10|most_common_town|file_name
|||FALSE||washington|chelseaurl76.json
|INCLUDE||FALSE|INCLUDE|cambridge|chelseaurl8.json
|EXCLUDE||FALSE|EXCLUDE|orange|chelseaurl80.json
|INCLUDE||FALSE|INCLUDE|melrose|chelseaurl85.json
|||FALSE||lee|chelseaurl82.json
|||FALSE||boston|chelseaurl81.json
|||FALSE||washington|chelseaurl84.json
|EXCLUDE||TRUE|EXCLUDE|boston|chelseaurl87.json
|||FALSE||sharon|chelseaurl78.json
|||FALSE||scituate|chelseaurl89.json
|EXCLUDE||TRUE|EXCLUDE|boston|chelseaurl83.json
|INCLUDE||FALSE|INCLUDE|boston|chelseaurl88.json
|||FALSE||washington|chelseaurl77.json
|EXCLUDE||FALSE|EXCLUDE|boston|chelseaurl94.json
|||FALSE||florida|chelseaurl86.json
|INCLUDE||FALSE|INCLUDE|boston|chelseaurl9.json
|||FALSE||boston|chelseaurl90.json
|||FALSE||weston|chelseaurl93.json
|||FALSE||boston|chelseaurl95.json
|||FALSE||washington|chelseaurl91.json
|||FALSE||adams|chelseaurl92.json
|EXCLUDE||FALSE|EXCLUDE|boston|everetturl12.json
|||FALSE||beverly|everetturl13.json
|||FALSE||boston|everetturl10.json
|INCLUDE||FALSE|INCLUDE|everett|everetturl1.json
|||FALSE||washington|everetturl15.json
|EXCLUDE||TRUE|EXCLUDE|boston|everetturl16.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl11.json
|||FALSE||somerville|everetturl14.json
|||FALSE||boston|everetturl18.json
|||FALSE||wilmington|everetturl19.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl2.json
|||FALSE||washington|everetturl17.json
|INCLUDE||TRUE|INCLUDE|woburn|everetturl23.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl20.json
|EXCLUDE||FALSE|EXCLUDE|boston|everetturl21.json
|||FALSE||sheffield|everetturl22.json
|EXCLUDE||TRUE|EXCLUDE|boston|everetturl27.json
|||FALSE||southbridge|everetturl25.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl28.json
|||FALSE||worcester|everetturl24.json
|EXCLUDE||FALSE|EXCLUDE|boston|everetturl30.json
|INCLUDE||FALSE|INCLUDE|revere|everetturl29.json
|||FALSE||cambridge|everetturl33.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl32.json
|INCLUDE||FALSE|INCLUDE|cambridge|everetturl3.json
|||FALSE||worcester|everetturl31.json
|||FALSE||lowell|everetturl36.json
|||FALSE||orange|everetturl34.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl38.json
|||FALSE||lincoln|everetturl35.json
|||FALSE||boston|everetturl37.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl40.json
|INCLUDE||FALSE|INCLUDE|boston|everetturl4.json
|||FALSE||florida|everetturl39.json
|||FALSE||harvard|everetturl41.json
|||FALSE||everett|everetturl44.json
|||FALSE||colrain|everetturl47.json
|||FALSE||washington|everetturl46.json
|||FALSE||boston|everetturl48.json
|||FALSE||washington|everetturl42.json
|||FALSE||boston|everetturl43.json
|EXCLUDE||TRUE|EXCLUDE|boston|everetturl49.json
|||FALSE||richmond|everetturl45.json
|||FALSE||boston|everetturl50.json
|||FALSE||douglas|everetturl51.json
|||FALSE||washington|everetturl61.json
|EXCLUDE||FALSE|EXCLUDE|boston|everetturl55.json
|||FALSE||washington|everetturl59.json
|INCLUDE||FALSE|INCLUDE|cambridge|everetturl6.json
|||FALSE||quincy|everetturl54.json
|||FALSE||orleans|everetturl56.json
|||FALSE||cambridge|everetturl58.json
|||FALSE||washington|everetturl52.json
|EXCLUDE||TRUE|EXCLUDE|boston|everetturl62.json
|||FALSE||douglas|everetturl63.json
|EXCLUDE||TRUE|EXCLUDE|boston|everetturl69.json
|||FALSE||somerville|everetturl5.json
|||FALSE||amherst|everetturl66.json
|||FALSE||boston|everetturl64.json
|INCLUDE||TRUE|INCLUDE|somerville|everetturl7.json
|EXCLUDE||FALSE|EXCLUDE|boston|everetturl73.json
|||FALSE||florida|everetturl67.json
|INCLUDE||FALSE|INCLUDE|melrose|everetturl65.json
|EXCLUDE||TRUE|EXCLUDE|boston|everetturl70.json
|||FALSE||newbury|everetturl68.json
|EXCLUDE||FALSE|EXCLUDE|boston|everetturl77.json
|||FALSE||sterling|everetturl72.json
|INCLUDE||FALSE|INCLUDE|cambridge|everetturl8.json
|||FALSE||washington|everetturl71.json
|||FALSE||everett|everetturl76.json
|||FALSE||winthrop|lexingtonurl10.json
|EXCLUDE||FALSE|EXCLUDE|everett|everetturl9.json
|||FALSE||reading|everetturl75.json
|||FALSE||harvard|lexingtonurl13.json
|INCLUDE||TRUE|INCLUDE|lexington|lexingtonurl1.json
|INCLUDE||TRUE|INCLUDE|boston|everetturl78.json
|||FALSE||washington|lexingtonurl11.json
|||FALSE||pittsfield|lexingtonurl14.json
|||FALSE||florida|lexingtonurl12.json
|||FALSE||cambridge|lexingtonurl15.json
|||FALSE||oxford|lexingtonurl16.json
|EXCLUDE||TRUE|EXCLUDE|boston|lexingtonurl2.json
|||FALSE||florida|lexingtonurl17.json
|INCLUDE||FALSE|INCLUDE|lexington|lexingtonurl25.json
|||FALSE||washington|lexingtonurl21.json
|||FALSE||lexington|lexingtonurl19.json
|INCLUDE||FALSE|INCLUDE|somerville|lexingtonurl18.json
|||FALSE||berlin|lexingtonurl20.json
|EXCLUDE||FALSE|EXCLUDE|boston|lexingtonurl29.json
|||FALSE||washington|lexingtonurl22.json
|||FALSE||weston|lexingtonurl24.json
|||FALSE||orleans|lexingtonurl26.json
|EXCLUDE||FALSE|EXCLUDE|washington|lexingtonurl3.json
|||FALSE||cambridge|lexingtonurl30.json
|||FALSE||washington|lexingtonurl28.json
|INCLUDE||TRUE|INCLUDE|boston|lexingtonurl23.json
|EXCLUDE||TRUE|EXCLUDE|boston|lexingtonurl31.json
|||FALSE||hudson|lexingtonurl27.json
|||FALSE||boston|lexingtonurl35.json
|EXCLUDE||TRUE|EXCLUDE|boston|lexingtonurl33.json
|||FALSE||washington|lexingtonurl32.json
|INCLUDE||FALSE|INCLUDE|boston|lexingtonurl4.json
|||FALSE||douglas|lexingtonurl39.json
|||FALSE||washington|lexingtonurl40.json
|||FALSE||washington|lexingtonurl36.json
|INCLUDE||FALSE|INCLUDE|boston|lexingtonurl38.json
|||FALSE||orleans|lexingtonurl37.json
|EXCLUDE||TRUE|EXCLUDE|boston|lexingtonurl34.json
|INCLUDE||TRUE|INCLUDE|boston|lexingtonurl43.json
|||FALSE||berkley|lexingtonurl41.json
|EXCLUDE||FALSE|EXCLUDE|boston|lexingtonurl42.json
|||FALSE||richmond|lexingtonurl44.json
|||FALSE||washington|lexingtonurl45.json
|EXCLUDE||FALSE|EXCLUDE|lexington|lexingtonurl55.json
|||FALSE||boston|lexingtonurl51.json
|||FALSE||lee|lexingtonurl48.json
|||FALSE||richmond|lexingtonurl5.json
|||FALSE||washington|lexingtonurl49.json
|||FALSE||washington|lexingtonurl50.json
|||FALSE||washington|lexingtonurl52.json
|||FALSE||washington|lexingtonurl54.json
|||FALSE||washington|lexingtonurl47.json
|||FALSE||florida|lexingtonurl53.json
|EXCLUDE||FALSE|EXCLUDE|lexington|lexingtonurl46.json
|EXCLUDE||TRUE|EXCLUDE|boston|lexingtonurl56.json
|||FALSE||florida|lexingtonurl9.json
"|EXCLUDE|Good, but all MA|TRUE|NA|lynn|lynnurl12.json"
|||FALSE||washington|lexingtonurl59.json
|EXCLUDE||TRUE|EXCLUDE|boston|lexingtonurl61.json
|EXCLUDE||FALSE|EXCLUDE|florida|lexingtonurl60.json
|NA||FALSE|NA|cambridge|lynnurl10.json
|NA||FALSE|NA|amherst|lynnurl1.json
|||FALSE||boston|lexingtonurl8.json
|NA||FALSE|NA|orange|lynnurl11.json
|EXCLUDE||FALSE|EXCLUDE|boston|lexingtonurl7.json
|||FALSE||hudson|lexingtonurl57.json
|NA||FALSE|NA|washington|lynnurl15.json
|NA||FALSE|NA|boston|lynnurl14.json
|NA||FALSE|NA|richmond|lynnurl18.json
|NA||FALSE|NA|washington|lynnurl13.json
|NA||FALSE|NA|lynn|lynnurl16.json
|NA||FALSE|NA|washington|lynnurl17.json
|NA||FALSE|NA|wilmington|lynnurl19.json
|NA||FALSE|NA|washington|lynnurl20.json
|NA||FALSE|NA|gloucester|lynnurl2.json
|NA||FALSE|NA|hatfield|lynnurl21.json
|NA||FALSE|NA|clarksburg|lynnurl22.json
|NA||FALSE|NA|lynn|lynnurl30.json
|NA||FALSE|NA|marblehead|lynnurl23.json
|NA||FALSE|NA|washington|lynnurl25.json
|NA||FALSE|NA|winthrop|lynnurl26.json
|NA||FALSE|NA|washington|lynnurl27.json
|NA||FALSE|NA|washington|lynnurl24.json
|NA||FALSE|NA|florida|lynnurl29.json
|NA||FALSE|NA|amherst|lynnurl3.json
|NA||FALSE|NA|florida|lynnurl37.json
|NA||FALSE|NA|boston|lynnurl28.json
|NA||FALSE|NA|washington|lynnurl32.json
|NA||FALSE|NA|montgomery|lynnurl34.json
|NA||FALSE|NA|oxford|lynnurl36.json
|NA||FALSE|NA|boston|lynnurl35.json
|NA||FALSE|NA|orleans|lynnurl33.json
|NA||FALSE|NA|washington|lynnurl39.json
|NA||FALSE|NA|washington|lynnurl31.json
|NA||FALSE|NA|washington|lynnurl38.json
|NA||FALSE|NA|belchertown|lynnurl44.json
NC|INCLUDE|Climate imacts of built environment planning|TRUE|NA|lynn|lynnurl40.json
|NA||FALSE|NA|cambridge|lynnurl42.json
|NA||FALSE|NA|boston|lynnurl43.json
NC|INCLUDE||TRUE|NA|lynn|lynnurl4.json
|NA||FALSE|NA|boston|lynnurl48.json
|NA||FALSE|NA|worcester|lynnurl47.json
|NA||FALSE|NA|washington|lynnurl46.json
|NA||FALSE|NA|sterling|lynnurl41.json
|NA||FALSE|NA|washington|lynnurl49.json
|NA||FALSE|NA|washington|lynnurl54.json
|NA||FALSE|NA|harvard|lynnurl55.json
|NA||FALSE|NA|lincoln|lynnurl52.json
"NC|EXCLUDE|Good, but all MA|TRUE|NA|boston|lynnurl45.json"
|NA||FALSE|NA|springfield|lynnurl6.json
|NA||FALSE|NA|easton|lynnurl5.json
|NA||FALSE|NA|washington|lynnurl57.json
|NA||FALSE|NA|washington|lynnurl50.json
|NA||FALSE|NA|cambridge|lynnurl51.json
|NA||FALSE|NA|florida|lynnurl7.json
|INCLUDE||FALSE|INCLUDE|boston|maldenurl1.json
|NA||FALSE|NA|harvard|lynnurl53.json
|||FALSE||sharon|maldenurl10.json
|NA||FALSE|NA|salem|lynnurl8.json
|NA||FALSE|NA|washington|lynnurl56.json
|NA||FALSE|NA|washington|lynnurl9.json
|||FALSE||tyringham|maldenurl11.json
|||FALSE||boston|maldenurl14.json
|||FALSE||harvard|maldenurl13.json
|||FALSE||malden|maldenurl15.json
|EXCLUDE||FALSE|EXCLUDE|boston|maldenurl12.json
|||FALSE||boston|maldenurl17.json
|EXCLUDE||FALSE|EXCLUDE|blackstone|maldenurl2.json
|EXCLUDE||FALSE|EXCLUDE|boston|maldenurl20.json
|EXCLUDE||FALSE|EXCLUDE|boston|maldenurl19.json
|||FALSE||cambridge|maldenurl16.json
|||FALSE||malden|maldenurl24.json
|||FALSE||florida|maldenurl18.json
|EXCLUDE||TRUE|EXCLUDE|boston|maldenurl26.json
|||FALSE||cambridge|maldenurl22.json
|EXCLUDE||FALSE|EXCLUDE|boston|maldenurl3.json
|EXCLUDE||TRUE|EXCLUDE|boston|maldenurl21.json
|INCLUDE||TRUE|INCLUDE|medford|maldenurl25.json
|EXCLUDE||TRUE|EXCLUDE|boston|maldenurl29.json
|EXCLUDE||FALSE|EXCLUDE|methuen|maldenurl28.json
|||FALSE||washington|maldenurl27.json
|EXCLUDE||TRUE|EXCLUDE|boston|maldenurl30.json
|||FALSE||cambridge|maldenurl37.json
|||FALSE||washington|maldenurl32.json
|||FALSE||framingham|maldenurl31.json
|||FALSE||boston|maldenurl33.json
|||FALSE||webster|maldenurl35.json
|||FALSE||boston|maldenurl39.json
|||FALSE||washington|maldenurl43.json
|INCLUDE||TRUE|INCLUDE|medford|maldenurl4.json
|EXCLUDE||TRUE|EXCLUDE|wilmington|maldenurl36.json
|||FALSE||newbury|maldenurl34.json
|||FALSE||florida|maldenurl38.json
|||FALSE||washington|maldenurl40.json
|||FALSE||washington|maldenurl41.json
|EXCLUDE||FALSE|EXCLUDE|boston|maldenurl44.json
|||FALSE||malden|maldenurl42.json
|||FALSE||boston|maldenurl45.json
|||FALSE||weston|maldenurl46.json
|||FALSE||boston|maldenurl50.json
|||FALSE||cambridge|maldenurl52.json
|||FALSE||russell|maldenurl48.json
|||FALSE||orleans|maldenurl47.json
|||FALSE||cambridge|maldenurl49.json
|||FALSE||reading|maldenurl53.json
|||FALSE||templeton|maldenurl55.json
|INCLUDE||FALSE|INCLUDE|somerville|maldenurl5.json
|EXCLUDE||TRUE|EXCLUDE|boston|maldenurl51.json
|EXCLUDE||FALSE|EXCLUDE|worcester|maldenurl6.json
|||FALSE||reading|maldenurl56.json
|||FALSE||washington|maldenurl54.json
|||FALSE||washington|maldenurl59.json
|INCLUDE||TRUE|INCLUDE|chelsea|maldenurl7.json
|||FALSE||boston|maldenurl58.json
|||FALSE||holden|maldenurl8.json
|||FALSE||washington|maldenurl57.json
|INCLUDE||FALSE|INCLUDE|boston|medfordurl11.json
|||FALSE||orange|maldenurl61.json
|||FALSE||shirley|medfordurl1.json
|INCLUDE||FALSE|INCLUDE|boston|maldenurl9.json
|||FALSE||washington|maldenurl62.json
|||FALSE||washington|maldenurl60.json
|||FALSE||amherst|medfordurl16.json
|||FALSE||orange|medfordurl10.json
|||FALSE||sutton|medfordurl12.json
|||FALSE||washington|medfordurl13.json
|||FALSE||orange|medfordurl14.json
|INCLUDE||TRUE|INCLUDE|somerville|medfordurl17.json
|INCLUDE||TRUE|INCLUDE|boston|medfordurl2.json
|EXCLUDE||FALSE|EXCLUDE|boston|medfordurl18.json
|||FALSE||florida|medfordurl19.json
|||FALSE||washington|medfordurl23.json
|||FALSE||boston|medfordurl22.json
|EXCLUDE||FALSE|EXCLUDE|medford|medfordurl21.json
|||FALSE||wales|medfordurl25.json
|||FALSE||boston|medfordurl28.json
|||FALSE||douglas|medfordurl24.json
|||FALSE||foxborough|medfordurl3.json
|||FALSE||westhampton|medfordurl29.json
|||FALSE||cambridge|medfordurl27.json
|||FALSE||amherst|medfordurl35.json
|EXCLUDE||TRUE|EXCLUDE|boston|medfordurl31.json
|||FALSE||princeton|medfordurl36.json
|||FALSE||washington|medfordurl33.json
|||FALSE||washington|medfordurl37.json
|INCLUDE||FALSE|INCLUDE|somerville|medfordurl4.json
|EXCLUDE||FALSE|EXCLUDE|boston|medfordurl39.json
|||FALSE||worcester|medfordurl38.json
|EXCLUDE||TRUE|EXCLUDE|boston|medfordurl32.json
|||FALSE||cambridge|medfordurl42.json
|INCLUDE||TRUE|INCLUDE|medford|medfordurl5.json
|||FALSE||washington|medfordurl40.json
|EXCLUDE||TRUE|EXCLUDE|boston|melroseurl13.json
|||FALSE||medford|medfordurl41.json
|||FALSE||worcester|melroseurl1.json
|||FALSE||boston|medfordurl8.json
|||FALSE||washington|medfordurl6.json
|||FALSE||orange|medfordurl7.json
|EXCLUDE||TRUE|EXCLUDE|boston|melroseurl10.json
|EXCLUDE||FALSE|EXCLUDE|revere|melroseurl12.json
|||FALSE||maynard|melroseurl11.json
|||FALSE||boston|melroseurl14.json
|EXCLUDE||FALSE|EXCLUDE|milford|melroseurl16.json
|||FALSE||orange|melroseurl18.json
|||FALSE||cambridge|melroseurl21.json
|||FALSE||florida|melroseurl17.json
|||FALSE||boston|melroseurl23.json
|||FALSE||bourne|melroseurl20.json
|EXCLUDE||TRUE|EXCLUDE|boston|melroseurl19.json
|||FALSE||washington|melroseurl15.json
|INCLUDE||FALSE|INCLUDE|revere|melroseurl2.json
|||FALSE||None|melroseurl32.json
|EXCLUDE||TRUE|EXCLUDE|boston|melroseurl22.json
|||FALSE||adams|melroseurl24.json
|INCLUDE||TRUE|INCLUDE|boston|melroseurl27.json
|EXCLUDE||TRUE|EXCLUDE|winthrop|melroseurl3.json
|||FALSE||washington|melroseurl29.json
|||FALSE||florida|melroseurl26.json
|||FALSE||hudson|melroseurl34.json
NC|INCLUDE||TRUE||saugus|melroseurl25.json
|||FALSE||washington|melroseurl33.json
|||FALSE||hull|melroseurl36.json
|||FALSE||florida|melroseurl35.json
|||FALSE||wales|melroseurl30.json
|||FALSE||boston|melroseurl28.json
|||FALSE||wenham|melroseurl39.json
|||FALSE||melrose|melroseurl38.json
|||FALSE||boston|melroseurl4.json
|||FALSE||boston|melroseurl37.json
|||FALSE||melrose|melroseurl47.json
|INCLUDE||TRUE|INCLUDE|boston|melroseurl51.json
|EXCLUDE||TRUE|EXCLUDE|boston|melroseurl40.json
|EXCLUDE||TRUE|EXCLUDE|boston|melroseurl42.json
|EXCLUDE||FALSE|EXCLUDE|boston|melroseurl41.json
|||FALSE||aquinnah|melroseurl43.json
|||FALSE||lexington|melroseurl46.json
|||FALSE||douglas|melroseurl48.json
|||FALSE||warwick|melroseurl52.json
|||FALSE||washington|melroseurl49.json
|||FALSE||washington|melroseurl45.json
|EXCLUDE||TRUE|EXCLUDE|boston|melroseurl54.json
|||FALSE||cambridge|melroseurl53.json
|||FALSE||washington|melroseurl56.json
|EXCLUDE||TRUE|EXCLUDE|cambridge|melroseurl5.json
|INCLUDE||TRUE|INCLUDE|boston|melroseurl6.json
|NA||FALSE|NA|boston|miltonurl1.json
|||FALSE||washington|melroseurl58.json
|||FALSE||florida|melroseurl8.json
|||FALSE||washington|melroseurl60.json
|||FALSE||avon|melroseurl57.json
|||FALSE||lincoln|melroseurl7.json
|||FALSE||hudson|melroseurl9.json
NC|EXCLUDE||TRUE|NA|boston|miltonurl12.json
|NA||FALSE|NA|chelsea|miltonurl10.json
|NA||FALSE|NA|florida|miltonurl13.json
|NA||FALSE|NA|wilmington|miltonurl17.json
|NA||FALSE|NA|salem|miltonurl22.json
|NA||FALSE|NA|washington|miltonurl18.json
|NA||FALSE|NA|cambridge|miltonurl11.json
|NA||FALSE|NA|dover|miltonurl15.json
|NA||FALSE|NA|harvard|miltonurl14.json
|NA||FALSE|NA|washington|miltonurl19.json
|NA||FALSE|NA|bolton|miltonurl23.json
|NA||FALSE|NA|warwick|miltonurl16.json
|NA||FALSE|NA|boston|miltonurl3.json
NC|INCLUDE||TRUE|NA|milton|miltonurl24.json
|NA||FALSE|NA|washington|miltonurl27.json
|NA||FALSE|NA|chatham|miltonurl21.json
|NA||FALSE|NA|framingham|miltonurl20.json
|NA||FALSE|NA|franklin|miltonurl25.json
|NA||FALSE|NA|washington|miltonurl29.json
|NA||FALSE|NA|milford|miltonurl34.json
|NA||FALSE|NA|boston|miltonurl30.json
|NA||FALSE|NA|warwick|miltonurl28.json
|NA||FALSE|NA|lee|miltonurl31.json
|NA||FALSE|NA|north reading|miltonurl26.json
|NA||FALSE|NA|washington|miltonurl32.json
|NA||FALSE|NA|heath|miltonurl38.json
|NA||FALSE|NA|florida|miltonurl33.json
|NA||FALSE|NA|washington|miltonurl37.json
NC|EXCLUDE|All MA|TRUE|NA|boston|miltonurl40.json
|NA||FALSE|NA|washington|miltonurl41.json
|NA||FALSE|NA|rutland|miltonurl36.json
|NA||FALSE|NA|washington|miltonurl35.json
|NA||FALSE|NA|boston|miltonurl4.json
|NA||FALSE|NA|washington|miltonurl43.json
|NA||FALSE|NA|cambridge|miltonurl39.json
|NA||FALSE|NA|russell|miltonurl49.json
|NA||FALSE|NA|essex|miltonurl45.json
|NA||FALSE|NA|cambridge|miltonurl44.json
|NA||FALSE|NA|concord|miltonurl42.json
|NA||FALSE|NA|washington|miltonurl47.json
|NA||FALSE|NA|cambridge|miltonurl46.json
|NA||FALSE|NA|warren|miltonurl5.json
|NA||FALSE|NA|florida|miltonurl48.json
|NA||FALSE|NA|oxford|miltonurl51.json
|NA||FALSE|NA|None|miltonurl8.json
|NA||FALSE|NA|washington|miltonurl54.json
|NA||FALSE|NA|cambridge|miltonurl53.json
|NA||FALSE|NA|cambridge|miltonurl52.json
|NA||FALSE|NA|florida|miltonurl55.json
|NA||FALSE|NA|sharon|miltonurl6.json
|NA||FALSE|NA|washington|miltonurl56.json
|NA||FALSE|NA|otis|miltonurl7.json
NC|INCLUDE|It's what we want!|TRUE|NA|needham|needhamurl1.json
|NA||FALSE|NA|lynn|miltonurl9.json
|NA||FALSE|NA|boston|needhamurl10.json
|NA||FALSE|NA|washington|needhamurl11.json
|NA||FALSE|NA|washington|needhamurl12.json
|NA||FALSE|NA|needham|needhamurl13.json
|NA||FALSE|NA|cambridge|needhamurl17.json
NC|EXCLUDE||TRUE|NA|boston|needhamurl19.json
|NA||FALSE|NA|washington|needhamurl16.json
|NA||FALSE|NA|hudson|needhamurl21.json
|NA||FALSE|NA|florida|needhamurl14.json
NC|EXCLUDE||TRUE|NA|needham|needhamurl15.json
|NA||FALSE|NA|lexington|needhamurl20.json
|NA||FALSE|NA|rutland|needhamurl25.json
|NA||FALSE|NA|needham|needhamurl22.json
|NA||FALSE|NA|boston|needhamurl2.json
|NA||FALSE|NA|boston|needhamurl18.json
|NA||FALSE|NA|florida|needhamurl23.json
NC|INCLUDE|Boston Harbor Islands?|TRUE|NA|boston|needhamurl24.json
|NA||FALSE|NA|franklin|needhamurl27.json
|NA||FALSE|NA|boston|needhamurl28.json
|NA||FALSE|NA|florida|needhamurl29.json
|NA||FALSE|NA|gill|needhamurl30.json
|NA||FALSE|NA|lee|needhamurl26.json
NC|EXCLUDE||TRUE|NA|boston|needhamurl32.json
|NA||FALSE|NA|washington|needhamurl3.json
|NA||FALSE|NA|rowe|needhamurl33.json
|NA||FALSE|NA|needham|needhamurl36.json
NC|EXCLUDE||TRUE|NA|boston|needhamurl4.json
|NA||FALSE|NA|washington|needhamurl31.json
|NA||FALSE|NA|washington|needhamurl40.json
|NA||FALSE|NA|lawrence|needhamurl41.json
|NA||FALSE|NA|franklin|needhamurl39.json
|NA||FALSE|NA|cambridge|needhamurl35.json
|NA||FALSE|NA|boston|needhamurl42.json
|NA||FALSE|NA|gill|needhamurl44.json
|NA||FALSE|NA|washington|needhamurl45.json
NC|EXCLUDE||TRUE|NA|boston|needhamurl43.json
|NA||FALSE|NA|boston|needhamurl34.json
|NA||FALSE|NA|orange|needhamurl37.json
|NA||FALSE|NA|florida|needhamurl46.json
|NA||FALSE|NA|taunton|needhamurl52.json
NC|EXCLUDE||TRUE|NA|boston|needhamurl49.json
|NA||FALSE|NA|boston|needhamurl50.json
|NA||FALSE|NA|washington|needhamurl5.json
|NA||FALSE|NA|washington|needhamurl53.json
|NA||FALSE|NA|boston|needhamurl55.json
|NA||FALSE|NA|lexington|needhamurl51.json
|NA||FALSE|NA|weymouth|needhamurl47.json
|NA||FALSE|NA|worcester|needhamurl6.json
|NA||FALSE|NA|newton|newtonurl10.json
|NA||FALSE|NA|florida|needhamurl7.json
|NA||FALSE|NA|lee|needhamurl54.json
|NA||FALSE|NA|bourne|needhamurl48.json
|NA||FALSE|NA|boston|needhamurl8.json
|NA||FALSE|NA|boston|newtonurl11.json
|NA||FALSE|NA|boston|newtonurl1.json
|NA||FALSE|NA|somerville|newtonurl13.json
|NA||FALSE|NA|holden|newtonurl17.json
|NA||FALSE|NA|florida|newtonurl15.json
|NA||FALSE|NA|wilmington|newtonurl18.json
|NA||FALSE|NA|washington|newtonurl19.json
|NA||FALSE|NA|washington|newtonurl12.json
|NA||FALSE|NA|washington|newtonurl16.json
|NA||FALSE|NA|washington|newtonurl14.json
|NA||FALSE|NA|amherst|newtonurl2.json
NC|EXCLUDE||TRUE|NA|boston|newtonurl21.json
NC|EXCLUDE||TRUE|NA|newton|newtonurl23.json
|NA||FALSE|NA|florida|newtonurl20.json
|NA||FALSE|NA|georgetown|newtonurl22.json
|NA||FALSE|NA|washington|newtonurl26.json
NC|EXCLUDE||TRUE|NA|boston|newtonurl24.json
|NA||FALSE|NA|washington|newtonurl27.json
|NA||FALSE|NA|washington|newtonurl29.json
|NA||FALSE|NA|cambridge|newtonurl25.json
|NA||FALSE|NA|barnstable|newtonurl3.json
|NA||FALSE|NA|harvard|newtonurl30.json
|NA||FALSE|NA|washington|newtonurl28.json
|NA||FALSE|NA|washington|newtonurl34.json
|NA||FALSE|NA|boston|newtonurl37.json
NC|EXCLUDE||TRUE|NA|newton|newtonurl36.json
NC|INCLUDE||TRUE|NA|cambridge|newtonurl4.json
NC|EXCLUDE||TRUE|NA|boston|newtonurl33.json
|NA||FALSE|NA|boston|newtonurl35.json
|NA||FALSE|NA|washington|newtonurl31.json
|NA||FALSE|NA|orange|newtonurl38.json
|NA||FALSE|NA|boston|newtonurl45.json
|NA||FALSE|NA|boston|newtonurl48.json
|NA||FALSE|NA|sutton|newtonurl43.json
|NA||FALSE|NA|russell|newtonurl40.json
|NA||FALSE|NA|florida|newtonurl39.json
|NA||FALSE|NA|needham|newtonurl46.json
|NA||FALSE|NA|rowe|newtonurl42.json
|NA||FALSE|NA|washington|newtonurl41.json
|NA||FALSE|NA|montague|newtonurl49.json
|NA||FALSE|NA|boston|newtonurl5.json
NC|EXCLUDE||TRUE|NA|boston|newtonurl52.json
|NA||FALSE|NA|orleans|newtonurl55.json
|NA||FALSE|NA|dudley|newtonurl53.json
NC|EXCLUDE||TRUE|NA|boston|newtonurl54.json
|NA||FALSE|NA|orleans|newtonurl47.json
NC|EXCLUDE|Town by town case study?|TRUE|NA|boston|newtonurl50.json
|NA||FALSE|NA|washington|newtonurl57.json
|NA||FALSE|NA|groton|newtonurl51.json
|NA||FALSE|NA|boston|newtonurl6.json
|NA||FALSE|NA|washington|newtonurl59.json
|NA||FALSE|NA|grafton|newtonurl56.json
|NA||FALSE|NA|newton|newtonurl63.json
|NA||FALSE|NA|barnstable|newtonurl64.json
NC|EXCLUDE|Not Boston or ACRES town|TRUE|NA|boston|newtonurl58.json
NC|EXCLUDE|Does address flooding but not a climate report|TRUE|NA|boston|newtonurl61.json
NC|EXCLUDE||TRUE|NA|boston|newtonurl66.json
|NA||FALSE|NA|hudson|newtonurl62.json
|NA||FALSE|NA|maynard|newtonurl60.json
|NA||FALSE|NA|boston|newtonurl70.json
|NA||FALSE|NA|washington|newtonurl67.json
|NA||FALSE|NA|washington|newtonurl65.json
NC|INCLUDE||TRUE|NA|quincy|quincyurl1.json
|NA||FALSE|NA|wilmington|newtonurl69.json
|NA||FALSE|NA|newton|newtonurl8.json
|NA||FALSE|NA|boston|newtonurl68.json
|NA||FALSE|NA|orleans|newtonurl7.json
|NA||FALSE|NA|cambridge|newtonurl72.json
|NA||FALSE|NA|chelsea|newtonurl73.json
|NA||FALSE|NA|boston|newtonurl9.json
NC|EXCLUDE|Request for proposals |TRUE|NA|boston|quincyurl13.json
|NA||FALSE|NA|boston|newtonurl71.json
NC|EXCLUDE||TRUE|NA|boston|quincyurl10.json
|NA||FALSE|NA|hamilton|quincyurl16.json
|NA||FALSE|NA|boston|quincyurl14.json
|NA||FALSE|NA|boston|quincyurl18.json
NC|EXCLUDE||TRUE|NA|boston|quincyurl19.json
|NA||FALSE|NA|washington|quincyurl15.json
NC|EXCLUDE||TRUE|NA|boston|quincyurl11.json
|NA||FALSE|NA|washington|quincyurl12.json
|NA||FALSE|NA|boston|quincyurl17.json
|NA||FALSE|NA|foxborough|quincyurl21.json
|NA||FALSE|NA|washington|quincyurl23.json
|NA||FALSE|NA|washington|quincyurl25.json
|NA||FALSE|NA|boston|quincyurl20.json
|NA||FALSE|NA|quincy|quincyurl26.json
