Checked by|Manual Check|REASON|pass_checks2|duplicated|file_name
NC|EXCLUDE|Not ACRES town (all East Coast)|TRUE|TRUE|everetturl30.json
|||FALSE|TRUE|everetturl31.json
NC|INCLUDE||TRUE|TRUE|everetturl32.json
|||FALSE|TRUE|everetturl33.json
|||FALSE|FALSE|everetturl34.json
|||FALSE|FALSE|everetturl35.json
|||FALSE|FALSE|everetturl36.json
|||FALSE|TRUE|everetturl37.json
NC|INCLUDE||TRUE|TRUE|everetturl38.json
|||FALSE|FALSE|everetturl39.json
NC|INCLUDE||TRUE|TRUE|everetturl4.json
NC|INCLUDE||TRUE|TRUE|everetturl40.json
|||FALSE|TRUE|everetturl41.json
|||FALSE|TRUE|everetturl42.json
|||FALSE|FALSE|everetturl43.json
|||FALSE|FALSE|everetturl44.json
|||FALSE|TRUE|everetturl45.json
|||FALSE|FALSE|everetturl46.json
|||FALSE|FALSE|everetturl47.json
|||FALSE|FALSE|everetturl48.json
NC|EXCLUDE|Focus is beyond just boston; focuses primarily on transit|TRUE|FALSE|everetturl49.json
|||FALSE|TRUE|everetturl5.json
|||FALSE|FALSE|everetturl50.json
|||FALSE|FALSE|everetturl51.json
|||FALSE|FALSE|everetturl52.json
|||FALSE|TRUE|everetturl54.json
NC|EXCLUDE|Not ACRES town (all MA)|TRUE|TRUE|everetturl55.json
|||FALSE|FALSE|everetturl56.json
|||FALSE|FALSE|everetturl58.json
|||FALSE|FALSE|everetturl59.json
NC|INCLUDE||TRUE|TRUE|everetturl6.json
|||FALSE|FALSE|everetturl61.json
NC|EXCLUDE|Not ACRES town (all New England)|TRUE|FALSE|everetturl62.json
|||FALSE|FALSE|everetturl63.json
|||FALSE|FALSE|everetturl64.json
NC|INCLUDE||TRUE|TRUE|everetturl65.json
|||FALSE|FALSE|everetturl66.json
|||FALSE|FALSE|everetturl67.json
|||FALSE|FALSE|everetturl68.json
NC|EXCLUDE|Not ACRES town (all MA)|TRUE|FALSE|everetturl69.json
NC|INCLUDE||TRUE|FALSE|everetturl7.json
NC|EXCLUDE|Not ACRES town (all MA)|TRUE|FALSE|everetturl70.json
|||FALSE|FALSE|everetturl71.json
|||FALSE|FALSE|everetturl72.json
NC|EXCLUDE|Not ACRES town (all coastal MA). Useful resource for us, though!|TRUE|TRUE|everetturl73.json
|||FALSE|FALSE|everetturl75.json
|||FALSE|FALSE|everetturl76.json
NC|EXCLUDE|Not ACRES town (all MA)|TRUE|TRUE|everetturl77.json
NC|INCLUDE||TRUE|FALSE|everetturl78.json
NC|INCLUDE||TRUE|TRUE|everetturl8.json
NC|EXCLUDE|Off-topic; planning permit|TRUE|TRUE|everetturl9.json
NC|INCLUDE||TRUE|FALSE|lexingtonurl1.json
|||FALSE|FALSE|lexingtonurl10.json
|||FALSE|FALSE|lexingtonurl11.json
|||FALSE|FALSE|lexingtonurl12.json
|||FALSE|FALSE|lexingtonurl13.json
|||FALSE|FALSE|lexingtonurl14.json
|||FALSE|FALSE|lexingtonurl15.json
|||FALSE|FALSE|lexingtonurl16.json
|||FALSE|FALSE|lexingtonurl17.json
NC|INCLUDE||TRUE|FALSE|lexingtonurl18.json
|||FALSE|FALSE|lexingtonurl19.json
NC|EXCLUDE|Not ACRES town (UMass community report)|TRUE|FALSE|lexingtonurl2.json
|||FALSE|FALSE|lexingtonurl20.json
|||FALSE|FALSE|lexingtonurl21.json
|||FALSE|TRUE|lexingtonurl22.json
NC|INCLUDE||TRUE|FALSE|lexingtonurl23.json
|||FALSE|TRUE|lexingtonurl24.json
NC|INCLUDE||FALSE|FALSE|lexingtonurl25.json
|||FALSE|FALSE|lexingtonurl26.json
|||FALSE|TRUE|lexingtonurl27.json
|||FALSE|FALSE|lexingtonurl28.json
NC|EXCLUDE|Off-topic|TRUE|TRUE|lexingtonurl29.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|lexingtonurl3.json
|||FALSE|FALSE|lexingtonurl30.json
NC|EXCLUDE|Not ACRES towns|TRUE|FALSE|lexingtonurl31.json
|||FALSE|FALSE|lexingtonurl32.json
NC|EXCLUDE|101 towns not limited to ACRES|TRUE|FALSE|lexingtonurl33.json
NC|EXCLUDE|Includes costs allocated to climate research but not direct plans|TRUE|FALSE|lexingtonurl34.json
|||FALSE|FALSE|lexingtonurl35.json
|||FALSE|FALSE|lexingtonurl36.json
|||FALSE|FALSE|lexingtonurl37.json
NC|INCLUDE||TRUE|TRUE|lexingtonurl38.json
|||FALSE|FALSE|lexingtonurl39.json
NC|INCLUDE||TRUE|TRUE|lexingtonurl4.json
|||FALSE|FALSE|lexingtonurl40.json
|||FALSE|FALSE|lexingtonurl41.json
NC|EXCLUDE|Not ACRES town (all MA)|TRUE|TRUE|lexingtonurl42.json
NC|INCLUDE||TRUE|FALSE|lexingtonurl43.json
|||FALSE|TRUE|lexingtonurl44.json
|||FALSE|FALSE|lexingtonurl45.json
NC|EXCLUDE|Off-topic|FALSE|FALSE|lexingtonurl46.json
|||FALSE|FALSE|lexingtonurl47.json
|||FALSE|FALSE|lexingtonurl48.json
|||FALSE|FALSE|lexingtonurl49.json
|||FALSE|FALSE|lexingtonurl5.json
|||FALSE|FALSE|lexingtonurl50.json
|||FALSE|FALSE|lexingtonurl51.json
|||FALSE|FALSE|lexingtonurl52.json
|||FALSE|FALSE|lexingtonurl53.json
|||FALSE|FALSE|lexingtonurl54.json
NC|EXCLUDE|Off-topic; planning permit|TRUE|TRUE|lexingtonurl55.json
NC|EXCLUDE|Off topic|TRUE|FALSE|lexingtonurl56.json
|||FALSE|TRUE|lexingtonurl57.json
|||FALSE|FALSE|lexingtonurl59.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|lexingtonurl60.json
NC|EXCLUDE|Off topic|TRUE|FALSE|lexingtonurl61.json
NC|EXCLUDE|Off-topic|TRUE|TRUE|lexingtonurl7.json
|||FALSE|TRUE|lexingtonurl8.json
|||FALSE|FALSE|lexingtonurl9.json
NC|INCLUDE||TRUE|TRUE|maldenurl1.json
|||FALSE|FALSE|maldenurl10.json
|||FALSE|TRUE|maldenurl11.json
NC|EXCLUDE|Not ACRES town (all MA)|TRUE|TRUE|maldenurl12.json
|||FALSE|TRUE|maldenurl13.json
|||FALSE|FALSE|maldenurl14.json
|||FALSE|FALSE|maldenurl15.json
|||FALSE|FALSE|maldenurl16.json
|||FALSE|FALSE|maldenurl17.json
|||FALSE|FALSE|maldenurl18.json
NC|EXCLUDE|Just MBTA from Newbury to Rockport|TRUE|TRUE|maldenurl19.json
NC|EXCLUDE|Not ACRES town, all MA|FALSE|FALSE|maldenurl2.json
NC|EXCLUDE|All MA|TRUE|TRUE|maldenurl20.json
NC|EXCLUDE|Boston regional transit extends beyond ACRES towns|TRUE|FALSE|maldenurl21.json
|||FALSE|FALSE|maldenurl22.json
|||FALSE|FALSE|maldenurl24.json
NC|INCLUDE||TRUE|FALSE|maldenurl25.json
NC|EXCLUDE|All MyRWA (should we include these)|TRUE|FALSE|maldenurl26.json
|||FALSE|FALSE|maldenurl27.json
NC|EXCLUDE|Off-topic|FALSE|FALSE|maldenurl28.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|maldenurl29.json
NC|EXCLUDE|Off-topic|TRUE|TRUE|maldenurl3.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|maldenurl30.json
|||FALSE|FALSE|maldenurl31.json
|||FALSE|FALSE|maldenurl32.json
|||FALSE|TRUE|maldenurl33.json
|||FALSE|FALSE|maldenurl34.json
|||FALSE|FALSE|maldenurl35.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|maldenurl36.json
|||FALSE|FALSE|maldenurl37.json
|||FALSE|FALSE|maldenurl38.json
|||FALSE|TRUE|maldenurl39.json
NC|INCLUDE||TRUE|FALSE|maldenurl4.json
|||FALSE|FALSE|maldenurl40.json
|||FALSE|FALSE|maldenurl41.json
|||FALSE|FALSE|maldenurl42.json
|||FALSE|FALSE|maldenurl43.json
NC|EXCLUDE|Not just ACRES towns|TRUE|TRUE|maldenurl44.json
|||FALSE|FALSE|maldenurl45.json
|||FALSE|TRUE|maldenurl46.json
|||FALSE|FALSE|maldenurl47.json
|||FALSE|FALSE|maldenurl48.json
|||FALSE|FALSE|maldenurl49.json
NC|INCLUDE||TRUE|TRUE|maldenurl5.json
|||FALSE|FALSE|maldenurl50.json
NC|EXCLUDE||TRUE|FALSE|maldenurl51.json
|||FALSE|FALSE|maldenurl52.json
|||FALSE|FALSE|maldenurl53.json
|||FALSE|FALSE|maldenurl54.json
|||FALSE|FALSE|maldenurl55.json
|||FALSE|FALSE|maldenurl56.json
|||FALSE|FALSE|maldenurl57.json
|||FALSE|FALSE|maldenurl58.json
|||FALSE|FALSE|maldenurl59.json
NC|EXCLUDE|Not ACRES town, all MA|FALSE|FALSE|maldenurl6.json
|||FALSE|FALSE|maldenurl60.json
|||FALSE|FALSE|maldenurl61.json
|||FALSE|FALSE|maldenurl62.json
NC|INCLUDE||TRUE|FALSE|maldenurl7.json
|||FALSE|FALSE|maldenurl8.json
NC|INCLUDE||TRUE|TRUE|maldenurl9.json
|||FALSE|FALSE|medfordurl1.json
|||FALSE|FALSE|medfordurl10.json
NC|INCLUDE|Technically a budget report but includes climate concerns|TRUE|TRUE|medfordurl11.json
|||FALSE|FALSE|medfordurl12.json
|||FALSE|TRUE|medfordurl13.json
|||FALSE|FALSE|medfordurl14.json
|||FALSE|FALSE|medfordurl16.json
NC|INCLUDE||TRUE|FALSE|medfordurl17.json
NC|EXCLUDE|All of MA (graphic design is also their passion)|TRUE|TRUE|medfordurl18.json
|||FALSE|FALSE|medfordurl19.json
NC|INCLUDE|Boston AND Charlestown listed separately. Should this be for both?|TRUE|FALSE|medfordurl2.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|medfordurl21.json
|||FALSE|FALSE|medfordurl22.json
|||FALSE|FALSE|medfordurl23.json
|||FALSE|FALSE|medfordurl24.json
|||FALSE|FALSE|medfordurl25.json
|||FALSE|FALSE|medfordurl27.json
|||FALSE|FALSE|medfordurl28.json
|||FALSE|FALSE|medfordurl29.json
|||FALSE|TRUE|medfordurl3.json
NC|EXCLUDE|Budget approval for MyRWA|TRUE|FALSE|medfordurl31.json
NC|EXCLUDE|Budget approval for MyRWA|TRUE|FALSE|medfordurl32.json
|||FALSE|FALSE|medfordurl33.json
|||FALSE|FALSE|medfordurl35.json
|||FALSE|FALSE|medfordurl36.json
|||FALSE|FALSE|medfordurl37.json
|||FALSE|FALSE|medfordurl38.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|medfordurl39.json
NC|INCLUDE||TRUE|TRUE|medfordurl4.json
|||FALSE|FALSE|medfordurl40.json
|||FALSE|FALSE|medfordurl41.json
|||FALSE|FALSE|medfordurl42.json
NC|INCLUDE||TRUE|FALSE|medfordurl5.json
|||FALSE|FALSE|medfordurl6.json
|||FALSE|FALSE|medfordurl7.json
|||FALSE|FALSE|medfordurl8.json
|||FALSE|TRUE|melroseurl1.json
NC|EXCLUDE|All MA, off-topic|TRUE|FALSE|melroseurl10.json
|||FALSE|TRUE|melroseurl11.json
NC|EXCLUDE|Off-topic; planning permit|TRUE|TRUE|melroseurl12.json
NC|EXCLUDE|All MA, off-topic|TRUE|FALSE|melroseurl13.json
|||FALSE|FALSE|melroseurl14.json
|||FALSE|FALSE|melroseurl15.json
NC|EXCLUDE|Not ACRES town, fish|FALSE|FALSE|melroseurl16.json
|||FALSE|FALSE|melroseurl17.json
|||FALSE|FALSE|melroseurl18.json
NC|EXCLUDE|Doesn't highlight an ACRES town|TRUE|FALSE|melroseurl19.json
NC|INCLUDE||TRUE|TRUE|melroseurl2.json
|||FALSE|TRUE|melroseurl20.json
|||FALSE|FALSE|melroseurl21.json
NC|EXCLUDE||TRUE|FALSE|melroseurl22.json
|||FALSE|TRUE|melroseurl23.json
|||FALSE|FALSE|melroseurl24.json
|||FALSE|FALSE|melroseurl25.json
|||FALSE|FALSE|melroseurl26.json
NC|INCLUDE|Sometimes 'boston' is very general and includes non-watershed areas. I suppose we don't need to differentiate as long as it's not "greater metro area" (e.g. MBTA territory)?|TRUE|FALSE|melroseurl27.json
|||FALSE|FALSE|melroseurl28.json
|||FALSE|FALSE|melroseurl29.json
NC|EXCLUDE|All MA|TRUE|FALSE|melroseurl3.json
|||FALSE|FALSE|melroseurl30.json
|||FALSE|TRUE|melroseurl32.json
|||FALSE|FALSE|melroseurl33.json
|||FALSE|FALSE|melroseurl34.json
|||FALSE|FALSE|melroseurl35.json
|||FALSE|FALSE|melroseurl36.json
|||FALSE|FALSE|melroseurl37.json
|||FALSE|FALSE|melroseurl38.json
|||FALSE|FALSE|melroseurl39.json
|||FALSE|FALSE|melroseurl4.json
NC|EXCLUDE|All of MyRWA (should we include these??)|TRUE|FALSE|melroseurl40.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|melroseurl41.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|melroseurl42.json
|||FALSE|FALSE|melroseurl43.json
|||FALSE|FALSE|melroseurl45.json
|||FALSE|FALSE|melroseurl46.json
|||FALSE|FALSE|melroseurl47.json
|||FALSE|FALSE|melroseurl48.json
|||FALSE|FALSE|melroseurl49.json
NC|EXCLUDE|Not ACRES towns|TRUE|FALSE|melroseurl5.json
NC|INCLUDE||TRUE|FALSE|melroseurl51.json
|||FALSE|FALSE|melroseurl52.json
|||FALSE|FALSE|melroseurl53.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|melroseurl54.json
|||FALSE|FALSE|melroseurl56.json
|||FALSE|FALSE|melroseurl57.json
|||FALSE|FALSE|melroseurl58.json
NC|INCLUDE|Graphic design is their passion|TRUE|FALSE|melroseurl6.json
|||FALSE|FALSE|melroseurl60.json
|||FALSE|FALSE|melroseurl7.json
|||FALSE|FALSE|melroseurl8.json
|||FALSE|FALSE|melroseurl9.json
|||FALSE|TRUE|readingurl1.json
|||FALSE|FALSE|readingurl10.json
|||FALSE|FALSE|readingurl11.json
|||FALSE|TRUE|readingurl12.json
|||FALSE|TRUE|readingurl13.json
|||FALSE|FALSE|readingurl14.json
|||FALSE|TRUE|readingurl15.json
|||FALSE|FALSE|readingurl16.json
|||FALSE|FALSE|readingurl17.json
|||FALSE|TRUE|readingurl18.json
|||FALSE|FALSE|readingurl19.json
|||FALSE|TRUE|readingurl2.json
|||FALSE|FALSE|readingurl20.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|readingurl21.json
|||FALSE|FALSE|readingurl22.json
NC|EXCLUDE|Not ACRES town, off-topic|FALSE|FALSE|readingurl23.json
|||FALSE|FALSE|readingurl24.json
|||FALSE|FALSE|readingurl25.json
|||FALSE|FALSE|readingurl26.json
|||FALSE|TRUE|readingurl27.json
|||FALSE|TRUE|readingurl29.json
NC|INCLUDE||TRUE|TRUE|readingurl3.json
|||FALSE|TRUE|readingurl30.json
|||FALSE|FALSE|readingurl31.json
|||FALSE|FALSE|readingurl32.json
|||FALSE|FALSE|readingurl33.json
|||FALSE|FALSE|readingurl34.json
|||FALSE|FALSE|readingurl35.json
|||FALSE|TRUE|readingurl36.json
|||FALSE|FALSE|readingurl37.json
|||FALSE|FALSE|readingurl38.json
|||FALSE|FALSE|readingurl39.json
|||FALSE|FALSE|readingurl4.json
|||FALSE|FALSE|readingurl40.json
|||FALSE|FALSE|readingurl41.json
|||FALSE|TRUE|readingurl42.json
|||FALSE|FALSE|readingurl43.json
|||FALSE|FALSE|readingurl44.json
|||FALSE|TRUE|readingurl45.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|readingurl46.json
|||FALSE|FALSE|readingurl48.json
|||FALSE|FALSE|readingurl49.json
|||FALSE|FALSE|readingurl5.json
|||FALSE|FALSE|readingurl50.json
|||FALSE|FALSE|readingurl51.json
|||FALSE|FALSE|readingurl52.json
|||FALSE|FALSE|readingurl53.json
|||FALSE|FALSE|readingurl54.json
|||FALSE|FALSE|readingurl56.json
|||FALSE|FALSE|readingurl57.json
|||FALSE|FALSE|readingurl58.json
|||FALSE|FALSE|readingurl59.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|readingurl6.json
|||FALSE|FALSE|readingurl7.json
|||FALSE|FALSE|readingurl8.json
|||FALSE|FALSE|readingurl9.json
|||FALSE|FALSE|revereurl1.json
|||FALSE|TRUE|revereurl10.json
|||FALSE|TRUE|revereurl11.json
|||FALSE|TRUE|revereurl12.json
|||FALSE|FALSE|revereurl13.json
|||FALSE|TRUE|revereurl14.json
NC|EXCLUDE|Slightly off topic, not MyRWA area|TRUE|FALSE|revereurl15.json
NC|EXCLUDE|Off-topic|TRUE|TRUE|revereurl16.json
NC|INCLUDE||TRUE|TRUE|revereurl17.json
NC|INCLUDE||TRUE|TRUE|revereurl18.json
NC|INCLUDE||FALSE|FALSE|revereurl19.json
NC|INCLUDE||TRUE|FALSE|revereurl2.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|revereurl20.json
|||FALSE|FALSE|revereurl21.json
|||FALSE|FALSE|revereurl22.json
|||FALSE|FALSE|revereurl23.json
|||FALSE|FALSE|revereurl24.json
NC|EXCLUDE|MBTA, not town-specific|TRUE|FALSE|revereurl25.json
|||FALSE|FALSE|revereurl26.json
NC|EXCLUDE|Not ACRES town, birds|FALSE|FALSE|revereurl27.json
|||FALSE|FALSE|revereurl28.json
NC|EXCLUDE|Not ACRES town, all MA|TRUE|TRUE|revereurl29.json
|||FALSE|FALSE|revereurl3.json
|||FALSE|FALSE|revereurl30.json
|||FALSE|FALSE|revereurl31.json
NC|EXCLUDE|Off-topic|FALSE|FALSE|revereurl32.json
|||FALSE|FALSE|revereurl33.json
NC|EXCLUDE|Off-topic|FALSE|FALSE|revereurl34.json
|||FALSE|FALSE|revereurl36.json
|||FALSE|FALSE|revereurl37.json
|||FALSE|FALSE|revereurl38.json
|||FALSE|FALSE|revereurl39.json
NC|INCLUDE||TRUE|FALSE|revereurl4.json
|||FALSE|FALSE|revereurl40.json
|||FALSE|FALSE|revereurl41.json
|||FALSE|FALSE|revereurl42.json
|||FALSE|FALSE|revereurl43.json
NC|INCLUDE||TRUE|FALSE|revereurl5.json
NC|EXCLUDE|Off-topic; planning permit|TRUE|TRUE|revereurl6.json
|||FALSE|FALSE|revereurl7.json
NC|EXCLUDE|Not ACRES town, all MA|TRUE|FALSE|revereurl8.json
|||FALSE|TRUE|revereurl9.json
NC|INCLUDE||TRUE|TRUE|somervilleurl1.json
NC|INCLUDE||TRUE|FALSE|somervilleurl10.json
|||FALSE|FALSE|somervilleurl11.json
|||FALSE|FALSE|somervilleurl12.json
|||FALSE|FALSE|somervilleurl13.json
NC|INCLUDE||TRUE|TRUE|somervilleurl14.json
|||FALSE|FALSE|somervilleurl15.json
|||FALSE|FALSE|somervilleurl16.json
|||FALSE|FALSE|somervilleurl17.json
NC|EXCLUDE|Not ACRES town, all MA|TRUE|FALSE|somervilleurl18.json
|||FALSE|TRUE|somervilleurl19.json
NC|INCLUDE||TRUE|FALSE|somervilleurl2.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|somervilleurl20.json
NC|EXCLUDE|Not ACRES town|FALSE|TRUE|somervilleurl21.json
|||FALSE|FALSE|somervilleurl22.json
|||FALSE|TRUE|somervilleurl23.json
|||FALSE|FALSE|somervilleurl24.json
|||FALSE|FALSE|somervilleurl25.json
|||FALSE|FALSE|somervilleurl26.json
NC|EXCLUDE|Not ACRES town, just Tufts|TRUE|FALSE|somervilleurl27.json
|||FALSE|FALSE|somervilleurl28.json
NC|EXCLUDE|Not ACRES town, all MA|TRUE|FALSE|somervilleurl29.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|somervilleurl3.json
|||FALSE|FALSE|somervilleurl30.json
|||FALSE|FALSE|somervilleurl31.json
NC|INCLUDE||TRUE|FALSE|somervilleurl4.json
|||FALSE|FALSE|somervilleurl5.json
NC|EXCLUDE|Off-topic; planning permit|TRUE|TRUE|somervilleurl6.json
|||FALSE|TRUE|somervilleurl7.json
|||FALSE|FALSE|somervilleurl8.json
|||FALSE|TRUE|somervilleurl9.json
|||FALSE|FALSE|stonehamurl1.json
|||FALSE|FALSE|stonehamurl10.json
|||FALSE|FALSE|stonehamurl11.json
|||FALSE|FALSE|stonehamurl12.json
|||FALSE|FALSE|stonehamurl13.json
|||FALSE|FALSE|stonehamurl14.json
|||FALSE|FALSE|stonehamurl16.json
|||FALSE|FALSE|stonehamurl17.json
|||FALSE|FALSE|stonehamurl18.json
|||FALSE|FALSE|stonehamurl19.json
NC|EXCLUDE|Not town-specific|TRUE|FALSE|stonehamurl2.json
|||FALSE|FALSE|stonehamurl20.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|stonehamurl21.json
|||FALSE|FALSE|stonehamurl22.json
|||FALSE|FALSE|stonehamurl23.json
|||FALSE|FALSE|stonehamurl24.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|stonehamurl25.json
|||FALSE|FALSE|stonehamurl26.json
|||FALSE|FALSE|stonehamurl27.json
|||FALSE|FALSE|stonehamurl28.json
|||FALSE|FALSE|stonehamurl29.json
NC|EXCLUDE|Off topic; planning permit|TRUE|FALSE|stonehamurl3.json
|||FALSE|FALSE|stonehamurl30.json
NC|INCLUDE||TRUE|FALSE|stonehamurl31.json
|||FALSE|FALSE|stonehamurl32.json
|||FALSE|FALSE|stonehamurl33.json
|||FALSE|FALSE|stonehamurl35.json
|||FALSE|FALSE|stonehamurl36.json
|||FALSE|FALSE|stonehamurl37.json
|||FALSE|FALSE|stonehamurl38.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|stonehamurl4.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|stonehamurl5.json
|||FALSE|FALSE|stonehamurl6.json
|||FALSE|FALSE|stonehamurl8.json
|||FALSE|FALSE|stonehamurl9.json
|||FALSE|FALSE|wakefieldurl1.json
|||FALSE|FALSE|wakefieldurl10.json
|||FALSE|FALSE|wakefieldurl11.json
|||FALSE|FALSE|wakefieldurl12.json
|||FALSE|FALSE|wakefieldurl13.json
|||FALSE|FALSE|wakefieldurl14.json
NC|EXCLUDE|Off-topic, permitting|TRUE|FALSE|wakefieldurl15.json
|||FALSE|FALSE|wakefieldurl16.json
|||FALSE|FALSE|wakefieldurl17.json
|||FALSE|FALSE|wakefieldurl18.json
|||FALSE|FALSE|wakefieldurl19.json
NC|EXCLUDE|Not ACRES town, all MA|TRUE|FALSE|wakefieldurl2.json
|||FALSE|FALSE|wakefieldurl20.json
NC|EXCLUDE|CV|FALSE|FALSE|wakefieldurl21.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|wakefieldurl22.json
NC|EXCLUDE|Not town specific|FALSE|FALSE|wakefieldurl23.json
|||FALSE|FALSE|wakefieldurl24.json
|||FALSE|FALSE|wakefieldurl25.json
|||FALSE|FALSE|wakefieldurl26.json
|||FALSE|FALSE|wakefieldurl27.json
|||FALSE|FALSE|wakefieldurl28.json
|||FALSE|FALSE|wakefieldurl29.json
NC|INCLUDE||FALSE|TRUE|wakefieldurl3.json
|||FALSE|FALSE|wakefieldurl30.json
|||FALSE|FALSE|wakefieldurl31.json
NC|INCLUDE||TRUE|FALSE|wakefieldurl32.json
|||FALSE|FALSE|wakefieldurl33.json
NC|EXCLUDE|Off topic - includes climate considerations but is not produced by the community|TRUE|FALSE|wakefieldurl34.json
|||FALSE|TRUE|wakefieldurl36.json
|||FALSE|FALSE|wakefieldurl37.json
|||FALSE|FALSE|wakefieldurl38.json
|||FALSE|FALSE|wakefieldurl39.json
|||FALSE|FALSE|wakefieldurl4.json
|||FALSE|FALSE|wakefieldurl40.json
|||FALSE|FALSE|wakefieldurl41.json
|||FALSE|FALSE|wakefieldurl42.json
|||FALSE|FALSE|wakefieldurl43.json
|||FALSE|TRUE|wakefieldurl44.json
|||FALSE|FALSE|wakefieldurl45.json
|||FALSE|FALSE|wakefieldurl46.json
|||FALSE|FALSE|wakefieldurl47.json
|||FALSE|FALSE|wakefieldurl48.json
|||FALSE|FALSE|wakefieldurl49.json
|||FALSE|FALSE|wakefieldurl5.json
|||FALSE|FALSE|wakefieldurl50.json
|||FALSE|FALSE|wakefieldurl51.json
|||FALSE|FALSE|wakefieldurl6.json
|||FALSE|FALSE|wakefieldurl7.json
|||FALSE|TRUE|wakefieldurl8.json
|||FALSE|FALSE|wakefieldurl9.json
NC|INCLUDE||TRUE|FALSE|watertownurl1.json
|||FALSE|FALSE|watertownurl10.json
|||FALSE|FALSE|watertownurl11.json
|||FALSE|FALSE|watertownurl12.json
|||FALSE|FALSE|watertownurl13.json
|||FALSE|FALSE|watertownurl14.json
|||FALSE|FALSE|watertownurl15.json
NC|EXCLUDE|Off-topic; planning permit|TRUE|TRUE|watertownurl16.json
|||FALSE|FALSE|watertownurl17.json
NC|INCLUDE||TRUE|TRUE|watertownurl18.json
|||FALSE|FALSE|watertownurl19.json
|||FALSE|TRUE|watertownurl2.json
|||FALSE|FALSE|watertownurl20.json
|||FALSE|FALSE|watertownurl21.json
|||FALSE|FALSE|watertownurl22.json
|||FALSE|FALSE|watertownurl23.json
|||FALSE|FALSE|watertownurl24.json
|||FALSE|TRUE|watertownurl25.json
|||FALSE|FALSE|watertownurl26.json
|||FALSE|FALSE|watertownurl27.json
|||FALSE|FALSE|watertownurl28.json
NC|EXCLUDE|Not ACRES town - just Logan Airport|TRUE|FALSE|watertownurl29.json
NC|INCLUDE||TRUE|FALSE|watertownurl3.json
|||FALSE|FALSE|watertownurl30.json
NC|EXCLUDE|off-topic|TRUE|FALSE|watertownurl31.json
|||FALSE|FALSE|watertownurl32.json
|||FALSE|FALSE|watertownurl33.json
|||FALSE|FALSE|watertownurl34.json
|||FALSE|FALSE|watertownurl35.json
|||FALSE|FALSE|watertownurl38.json
NC|EXCLUDE|off-topic|TRUE|FALSE|watertownurl4.json
|||FALSE|FALSE|watertownurl5.json
|||FALSE|FALSE|watertownurl6.json
|||FALSE|FALSE|watertownurl7.json
|||FALSE|FALSE|watertownurl8.json
|||FALSE|FALSE|wilmingtonurl1.json
|||FALSE|FALSE|wilmingtonurl10.json
|||FALSE|TRUE|wilmingtonurl11.json
|||FALSE|FALSE|wilmingtonurl12.json
|||FALSE|FALSE|wilmingtonurl13.json
|||FALSE|FALSE|wilmingtonurl14.json
|||FALSE|FALSE|wilmingtonurl15.json
|||FALSE|FALSE|wilmingtonurl16.json
|||FALSE|FALSE|wilmingtonurl17.json
NC|EXCLUDE|off-topic, CV|TRUE|TRUE|wilmingtonurl18.json
|||FALSE|FALSE|wilmingtonurl19.json
|||FALSE|TRUE|wilmingtonurl2.json
|||FALSE|FALSE|wilmingtonurl20.json
|||FALSE|FALSE|wilmingtonurl21.json
|||FALSE|FALSE|wilmingtonurl22.json
|||FALSE|TRUE|wilmingtonurl23.json
|||FALSE|FALSE|wilmingtonurl24.json
|||FALSE|FALSE|wilmingtonurl25.json
|||FALSE|FALSE|wilmingtonurl26.json
|||FALSE|FALSE|wilmingtonurl27.json
|||FALSE|TRUE|wilmingtonurl28.json
|||FALSE|TRUE|wilmingtonurl29.json
|||FALSE|FALSE|wilmingtonurl3.json
|||FALSE|FALSE|wilmingtonurl30.json
|||FALSE|FALSE|wilmingtonurl31.json
NC|EXCLUDE|off-topic|TRUE|FALSE|wilmingtonurl32.json
NC|EXCLUDE|off-topic|TRUE|FALSE|wilmingtonurl33.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|wilmingtonurl34.json
|||FALSE|TRUE|wilmingtonurl35.json
|||FALSE|FALSE|wilmingtonurl36.json
|||FALSE|FALSE|wilmingtonurl37.json
|||FALSE|FALSE|wilmingtonurl38.json
|||FALSE|FALSE|wilmingtonurl39.json
|||FALSE|FALSE|wilmingtonurl4.json
|||FALSE|FALSE|wilmingtonurl40.json
