Checked by|Manual Check|REASON|pass_checks2|duplicated|file_name
|||FALSE|FALSE|wilmingtonurl41.json
|||FALSE|FALSE|wilmingtonurl42.json
|||FALSE|FALSE|wilmingtonurl43.json
|||FALSE|FALSE|wilmingtonurl44.json
|||FALSE|FALSE|wilmingtonurl45.json
|||FALSE|FALSE|wilmingtonurl46.json
|||FALSE|FALSE|wilmingtonurl5.json
|||FALSE|FALSE|wilmingtonurl6.json
|||FALSE|FALSE|wilmingtonurl7.json
|||FALSE|TRUE|wilmingtonurl8.json
|||FALSE|FALSE|wilmingtonurl9.json
NC|EXCLUDE|Not ACRES town - all MA|TRUE|FALSE|winchesterurl1.json
|||FALSE|FALSE|winchesterurl10.json
|||FALSE|TRUE|winchesterurl11.json
|||FALSE|FALSE|winchesterurl12.json
|||FALSE|FALSE|winchesterurl13.json
|||FALSE|FALSE|winchesterurl14.json
|||FALSE|FALSE|winchesterurl15.json
|||FALSE|FALSE|winchesterurl16.json
|||FALSE|FALSE|winchesterurl17.json
|||FALSE|FALSE|winchesterurl18.json
|||FALSE|FALSE|winchesterurl19.json
NC|EXCLUDE|Not ACRES town|TRUE|FALSE|winchesterurl2.json
|||FALSE|FALSE|winchesterurl20.json
|||FALSE|TRUE|winchesterurl21.json
|||FALSE|FALSE|winchesterurl22.json
|||FALSE|TRUE|winchesterurl23.json
|||FALSE|FALSE|winchesterurl24.json
|||FALSE|FALSE|winchesterurl25.json
|||FALSE|FALSE|winchesterurl27.json
|||FALSE|FALSE|winchesterurl28.json
|||FALSE|FALSE|winchesterurl29.json
NC|EXCLUDE|Not ACRES town|TRUE|FALSE|winchesterurl3.json
|||FALSE|FALSE|winchesterurl30.json
|||FALSE|FALSE|winchesterurl31.json
|||FALSE|FALSE|winchesterurl33.json
NC|EXCLUDE|Off-topic|FALSE|FALSE|winchesterurl34.json
|||FALSE|TRUE|winchesterurl35.json
|||FALSE|FALSE|winchesterurl36.json
|||FALSE|FALSE|winchesterurl37.json
|||FALSE|FALSE|winchesterurl38.json
|||FALSE|FALSE|winchesterurl39.json
NC|EXCLUDE|Not town specific|FALSE|FALSE|winchesterurl4.json
|||FALSE|FALSE|winchesterurl40.json
|||FALSE|FALSE|winchesterurl41.json
|||FALSE|FALSE|winchesterurl42.json
|||FALSE|FALSE|winchesterurl43.json
|||FALSE|FALSE|winchesterurl5.json
|||FALSE|FALSE|winchesterurl6.json
|||FALSE|FALSE|winchesterurl7.json
|||FALSE|FALSE|winchesterurl8.json
|||FALSE|FALSE|winchesterurl9.json
|||FALSE|FALSE|winthropurl1.json
|||FALSE|FALSE|winthropurl10.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|winthropurl11.json
|||FALSE|FALSE|winthropurl12.json
NC|INCLUDE|East Boston should be the identified town|TRUE|FALSE|winthropurl13.json
NC|EXCLUDE|Off-topic (local news about girl scout tree planting)|TRUE|FALSE|winthropurl14.json
|||FALSE|FALSE|winthropurl15.json
|||FALSE|FALSE|winthropurl16.json
NC|EXCLUDE|off-topic|TRUE|FALSE|winthropurl17.json
|||FALSE|FALSE|winthropurl18.json
|||FALSE|FALSE|winthropurl19.json
NC|INCLUDE||FALSE|FALSE|winthropurl2.json
|||FALSE|FALSE|winthropurl20.json
|||FALSE|FALSE|winthropurl21.json
NC|EXCLUDE|Off-topic|TRUE|FALSE|winthropurl22.json
NC|EXCLUDE|Off-topic (report ABOUT Boston, not BY community)|TRUE|FALSE|winthropurl23.json
|||FALSE|FALSE|winthropurl24.json
|||FALSE|FALSE|winthropurl25.json
|||FALSE|FALSE|winthropurl26.json
|||FALSE|FALSE|winthropurl28.json
|||FALSE|FALSE|winthropurl3.json
|||FALSE|FALSE|winthropurl30.json
|||FALSE|FALSE|winthropurl31.json
|||FALSE|FALSE|winthropurl32.json
|||FALSE|FALSE|winthropurl33.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|winthropurl34.json
|||FALSE|FALSE|winthropurl4.json
NC|EXCLUDE|Not ACRES town, whole shoreline|TRUE|FALSE|winthropurl5.json
NC|INCLUDE|Statewide?|FALSE|TRUE|winthropurl6.json
|||FALSE|TRUE|winthropurl7.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|winthropurl8.json
|||FALSE|FALSE|winthropurl9.json
NC|EXCLUDE|Off-topic; planning permit, not ACRES town|TRUE|TRUE|woburnurl1.json
|||FALSE|FALSE|woburnurl10.json
|||FALSE|FALSE|woburnurl11.json
|||FALSE|FALSE|woburnurl12.json
NC|EXCLUDE|Not ACRES town|FALSE|FALSE|woburnurl13.json
|||FALSE|FALSE|woburnurl14.json
|||FALSE|FALSE|woburnurl15.json
|||FALSE|FALSE|woburnurl17.json
|||FALSE|FALSE|woburnurl18.json
|||FALSE|FALSE|woburnurl19.json
|||FALSE|TRUE|woburnurl2.json
|||FALSE|FALSE|woburnurl20.json
|||FALSE|FALSE|woburnurl21.json
|||FALSE|FALSE|woburnurl22.json
|||FALSE|FALSE|woburnurl24.json
|||FALSE|FALSE|woburnurl25.json
|||FALSE|FALSE|woburnurl26.json
|||FALSE|FALSE|woburnurl27.json
|||FALSE|FALSE|woburnurl28.json
|||FALSE|FALSE|woburnurl29.json
|||FALSE|FALSE|woburnurl3.json
|||FALSE|FALSE|woburnurl30.json
|||FALSE|FALSE|woburnurl31.json
|||FALSE|FALSE|woburnurl32.json
NC|INCLUDE||TRUE|FALSE|woburnurl4.json
NC|EXCLUDE|Not ACRES town|TRUE|FALSE|woburnurl5.json
NC|INCLUDE||TRUE|FALSE|woburnurl6.json
|||FALSE|FALSE|woburnurl7.json
NC|EXCLUDE|All MA|TRUE|FALSE|woburnurl8.json
|||FALSE|FALSE|woburnurl9.json
