file_name|most_common_town|is_INNER_CORE|is_ACRES_town|duplicated|is_MASS|has_climate|has_community
brooklineurl38.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl39.json|brookline|TRUE|FALSE|FALSE|FALSE|0|1
brooklineurl4.json|cambridge|TRUE|TRUE|TRUE|TRUE|1|1
brooklineurl40.json|boston|TRUE|FALSE|FALSE|FALSE|1|1
brooklineurl41.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl42.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl43.json|boston|TRUE|FALSE|FALSE|TRUE|0|1
brooklineurl44.json|bourne|FALSE|FALSE|FALSE|TRUE|1|1
brooklineurl45.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl46.json|brookline|TRUE|FALSE|FALSE|FALSE|0|1
brooklineurl47.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl48.json|greenfield|FALSE|FALSE|FALSE|FALSE|1|1
brooklineurl49.json|oxford|FALSE|FALSE|FALSE|FALSE|1|1
brooklineurl5.json|cambridge|TRUE|TRUE|FALSE|TRUE|1|1
brooklineurl50.json|monroe|FALSE|FALSE|FALSE|TRUE|1|1
brooklineurl51.json|boston|TRUE|FALSE|FALSE|TRUE|0|1
brooklineurl53.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl54.json|boston|TRUE|FALSE|FALSE|FALSE|0|0
brooklineurl55.json|boston|TRUE|FALSE|FALSE|FALSE|1|1
brooklineurl56.json|cambridge|TRUE|TRUE|FALSE|TRUE|0|1
brooklineurl57.json|wellesley|FALSE|FALSE|FALSE|FALSE|0|1
brooklineurl58.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
brooklineurl59.json|worcester|FALSE|FALSE|FALSE|FALSE|0|1
brooklineurl6.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl60.json|peru|FALSE|FALSE|FALSE|FALSE|0|1
brooklineurl61.json|boston|TRUE|FALSE|FALSE|TRUE|0|1
brooklineurl62.json|washington|FALSE|FALSE|FALSE|FALSE|0|1
brooklineurl63.json|washington|FALSE|FALSE|FALSE|FALSE|0|1
brooklineurl65.json|cambridge|TRUE|TRUE|FALSE|TRUE|1|1
brooklineurl66.json|boston|TRUE|FALSE|FALSE|TRUE|1|1
brooklineurl67.json|harvard|FALSE|FALSE|FALSE|FALSE|0|1
brooklineurl7.json|boston|TRUE|FALSE|TRUE|TRUE|1|1
brooklineurl8.json|somerville|TRUE|TRUE|FALSE|TRUE|1|1
brooklineurl9.json|boston|TRUE|FALSE|TRUE|TRUE|1|1
burlingtonurl1.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl11.json|springfield|FALSE|FALSE|TRUE|TRUE|1|1
burlingtonurl12.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl13.json|everett|TRUE|TRUE|FALSE|TRUE|1|1
burlingtonurl14.json|barre|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl15.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl16.json|washington|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl17.json|beverly|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl18.json|everett|TRUE|TRUE|TRUE|TRUE|1|1
burlingtonurl19.json|barnstable|FALSE|FALSE|FALSE|TRUE|1|1
burlingtonurl2.json|burlington|FALSE|TRUE|FALSE|FALSE|1|1
burlingtonurl20.json|burlington|FALSE|TRUE|FALSE|TRUE|1|1
burlingtonurl21.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl22.json|boston|TRUE|FALSE|TRUE|TRUE|1|1
burlingtonurl23.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl24.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl26.json|auburn|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl27.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl28.json|florida|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl29.json|florida|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl3.json|boston|TRUE|FALSE|TRUE|TRUE|1|1
burlingtonurl30.json|washington|FALSE|FALSE|TRUE|FALSE|1|1
burlingtonurl31.json|washington|FALSE|FALSE|FALSE|FALSE|1|1
burlingtonurl32.json|burlington|FALSE|TRUE|FALSE|FALSE|0|1
burlingtonurl33.json|norfolk|FALSE|FALSE|TRUE|FALSE|1|1
